replicate,spec,threshold,delta_vs_v0,delta_vs_v1r 
885,patient_aggregated_plus_prediction_instability,0.6,0.00026747048814071417,-0.003443524242118967
886,V0_reference,,0.0,0.0004270117832568532
886,raw_V1R_reference,,-0.0004270117832568532,0.0
886,patient_aggregated_core,0.4,-0.00021316812866842283,0.00021384365458843035
886,patient_aggregated_core,0.5,-0.0003055869040250736,0.00012142487923177958
886,patient_aggregated_core,0.6,-0.0001881532917283324,0.0002388584915285208
886,patient_aggregated_plus_prediction_instability,0.4,-2.764396278145953e-05,0.00039936782047539365
886,patient_aggregated_plus_prediction_instability,0.5,-0.0003347516831862518,9.226010007060137e-05
886,patient_aggregated_plus_prediction_instability,0.6,-0.0005847045457151034,-0.00015769276245825026
887,V0_reference,,0.0,0.0020245583967429676
887,raw_V1R_reference,,-0.0020245583967429676,0.0
887,patient_aggregated_core,0.4,-0.0001407518926549861,0.0018838065040879814
887,patient_aggregated_core,0.5,-0.00029106464090321305,0.0017334937558397545
887,patient_aggregated_core,0.6,-8.305991575044414e-05,0.0019414984809925234
887,patient_aggregated_plus_prediction_instability,0.4,-0.00010192848970426438,0.0019226299070387032
887,patient_aggregated_plus_prediction_instability,0.5,-0.00028754747786315094,0.0017370109188798166
887,patient_aggregated_plus_prediction_instability,0.6,-0.00033455309758581575,0.0016900052991571518
888,V0_reference,,0.0,0.0010512141947992826
888,raw_V1R_reference,,-0.0010512141947992826,0.0
888,patient_aggregated_core,0.4,-0.0007634884468021158,0.00028772574799716677
888,patient_aggregated_core,0.5,-0.0008341208014568113,0.00021709339334247124
888,patient_aggregated_core,0.6,-0.0010642921804873695,-1.3077985688086935e-05
888,patient_aggregated_plus_prediction_instability,0.4,-0.000554292867429293,0.0004969213273699896
888,patient_aggregated_plus_prediction_instability,0.5,-0.0007375232211424693,0.0003136909736568133
888,patient_aggregated_plus_prediction_instability,0.6,-0.0009862557975302139,6.495839726906871e-05
889,V0_reference,,0.0,0.0009261361276098057
889,raw_V1R_reference,,-0.0009261361276098057,0.0
889,patient_aggregated_core,0.4,-0.00010090645123717046,0.0008252296763726352
889,patient_aggregated_core,0.5,-0.00023150760219528554,0.0006946285254145201
889,patient_aggregated_core,0.6,-7.473479546654671e-05,0.000851401332143259
889,patient_aggregated_plus_prediction_instability,0.4,9.56004525063947e-05,0.0010217365801162004
889,patient_aggregated_plus_prediction_instability,0.5,-0.00016364107701405395,0.0007624950505957517
889,patient_aggregated_plus_prediction_instability,0.6,-0.00013993229967412812,0.0007862038279356776
890,V0_reference,,0.0,0.0015515626875286515
890,raw_V1R_reference,,-0.0015515626875286515,0.0
890,patient_aggregated_core,0.4,-0.0010365007761728579,0.0005150619113557936
890,patient_aggregated_core,0.5,-0.0009389364538172768,0.0006126262337113747
890,patient_aggregated_core,0.6,-0.0008448572505018181,0.0007067054370268333
890,patient_aggregated_plus_prediction_instability,0.4,-0.0008065664812896972,0.0007449962062389542
890,patient_aggregated_plus_prediction_instability,0.5,-0.0010056122809175838,0.0005459504066110676
890,patient_aggregated_plus_prediction_instability,0.6,-0.0009190482101581882,0.0006325144773704633
891,V0_reference,,0.0,0.0015242566771174054
891,raw_V1R_reference,,-0.0015242566771174054,0.0
891,patient_aggregated_core,0.4,-0.0011817220940160411,0.0003425345831013643
891,patient_aggregated_core,0.5,-0.0012179410624966053,0.00030631561462080015
891,patient_aggregated_core,0.6,-0.0010892084354519604,0.000435048241665445
891,patient_aggregated_plus_prediction_instability,0.4,-0.0009388903356727513,0.0005853663414446542
891,patient_aggregated_plus_prediction_instability,0.5,-0.0012130956094292267,0.00031116106768817875
891,patient_aggregated_plus_prediction_instability,0.6,-0.0012682525633405523,0.00025600411377685317
892,V0_reference,,0.0,0.0004231641569036326
892,raw_V1R_reference,,-0.0004231641569036326,0.0
892,patient_aggregated_core,0.4,-0.0008436482029316184,-0.0004204840460279857
892,patient_aggregated_core,0.5,-0.0008207418802227834,-0.00039757772331915076
892,patient_aggregated_core,0.6,-0.0006396382032522047,-0.00021647404634857204
892,patient_aggregated_plus_prediction_instability,0.4,-0.0006201347525839895,-0.0001969705956803569
892,patient_aggregated_plus_prediction_instability,0.5,-0.0007411722911977586,-0.000318008134294126
892,patient_aggregated_plus_prediction_instability,0.6,-0.000834407593513109,-0.0004112434366094764
893,V0_reference,,0.0,-0.0004930755284197619
893,raw_V1R_reference,,0.0004930755284197619,0.0
893,patient_aggregated_core,0.4,4.998325791152891e-05,-0.00044309227050823297
893,patient_aggregated_core,0.5,6.71801860286092e-05,-0.0004258953423911527
893,patient_aggregated_core,0.6,0.00024164867724718597,-0.0002514268511725759
893,patient_aggregated_plus_prediction_instability,0.4,2.082296539118733e-05,-0.00047225256302857455
893,patient_aggregated_plus_prediction_instability,0.5,0.00011541053987282335,-0.00037766498854693853
893,patient_aggregated_plus_prediction_instability,0.6,-1.865939731127142e-05,-0.0005117349257310333
894,V0_reference,,0.0,0.0026139938038091948
894,raw_V1R_reference,,-0.0026139938038091948,0.0
894,patient_aggregated_core,0.4,-0.00019655976009080867,0.002417434043718386
894,patient_aggregated_core,0.5,-0.000257154362794193,0.0023568394410150018
894,patient_aggregated_core,0.6,-0.0001372452324482909,0.002476748571360904
894,patient_aggregated_plus_prediction_instability,0.4,-0.0002390312349656032,0.0023749625688435916
894,patient_aggregated_plus_prediction_instability,0.5,-0.00015026930282621698,0.002463724500982978
894,patient_aggregated_plus_prediction_instability,0.6,-0.00027176701335857034,0.0023422267904506244
895,V0_reference,,0.0,0.0008882460183896601
895,raw_V1R_reference,,-0.0008882460183896601,0.0
895,patient_aggregated_core,0.4,-0.0006495194855599962,0.00023872653282966394
895,patient_aggregated_core,0.5,-0.0007434583111354531,0.00014478770725420698
895,patient_aggregated_core,0.6,-0.0007280337106932433,0.0001602123076964168
895,patient_aggregated_plus_prediction_instability,0.4,-0.0006422764172113737,0.00024596960117828637
895,patient_aggregated_plus_prediction_instability,0.5,-0.0007039969460561346,0.0001842490723335255
895,patient_aggregated_plus_prediction_instability,0.6,-0.0009026931672549421,-1.4447148865281978e-05
896,V0_reference,,0.0,0.002501125500366866
896,raw_V1R_reference,,-0.002501125500366866,0.0
896,patient_aggregated_core,0.4,-6.698204619849657e-05,0.0024341434541683693
896,patient_aggregated_core,0.5,2.5602428750798323e-06,0.0025036857432419457
896,patient_aggregated_core,0.6,-6.142930963377868e-05,0.002439696190733087
896,patient_aggregated_plus_prediction_instability,0.4,0.00023866982831585726,0.002739795328682723
896,patient_aggregated_plus_prediction_instability,0.5,-0.00019359331669252522,0.0023075321836743407
896,patient_aggregated_plus_prediction_instability,0.6,-0.0002841088926357066,0.0022170166077311593
897,V0_reference,,0.0,0.0017598234410164532
897,raw_V1R_reference,,-0.0017598234410164532,0.0
897,patient_aggregated_core,0.4,-0.0016323265495457734,0.00012749689147067977
897,patient_aggregated_core,0.5,-0.0017042088845507092,5.561455646574398e-05
897,patient_aggregated_core,0.6,-0.0016481502042432067,0.00011167323677324648
897,patient_aggregated_plus_prediction_instability,0.4,-0.001801838050304358,-4.201460928790479e-05
897,patient_aggregated_plus_prediction_instability,0.5,-0.001731323662864076,2.8499778152377142e-05
897,patient_aggregated_plus_prediction_instability,0.6,-0.0018263037041435504,-6.64802631270972e-05
898,V0_reference,,0.0,-0.0005950837946524234
898,raw_V1R_reference,,0.0005950837946524234,0.0
898,patient_aggregated_core,0.4,0.00035156753889423187,-0.00024351625575819158
898,patient_aggregated_core,0.5,0.00037380212025173165,-0.0002212816744006918
898,patient_aggregated_core,0.6,0.000548665618217703,-4.641817643472046e-05
898,patient_aggregated_plus_prediction_instability,0.4,0.000778355189072738,0.0001832713944203146
898,patient_aggregated_plus_prediction_instability,0.5,0.00045111907511052873,-0.00014396471954189471
898,patient_aggregated_plus_prediction_instability,0.6,0.00027764346742550905,-0.0003174403272269144
899,V0_reference,,0.0,0.0008887335617263625
899,raw_V1R_reference,,-0.0008887335617263625,0.0
899,patient_aggregated_core,0.4,0.0004669914338770731,0.0013557249956034356
899,patient_aggregated_core,0.5,0.00045329065805818636,0.0013420242197845489
899,patient_aggregated_core,0.6,0.0004081119186320481,0.0012968454803584106
899,patient_aggregated_plus_prediction_instability,0.4,0.0004360004269076123,0.0013247339886339748
899,patient_aggregated_plus_prediction_instability,0.5,0.0004263241076100377,0.0013150576693364002
899,patient_aggregated_plus_prediction_instability,0.6,0.00027201849941119183,0.0011607520611375544
900,V0_reference,,0.0,0.004165263230968719
900,raw_V1R_reference,,-0.004165263230968719,0.0
900,patient_aggregated_core,0.4,-0.0004159776675224103,0.0037492855634463085
900,patient_aggregated_core,0.5,-0.0005004007112571207,0.003664862519711598
900,patient_aggregated_core,0.6,-0.0007540284538990749,0.003411234777069644
900,patient_aggregated_plus_prediction_instability,0.4,-0.00027163748439451574,0.003893625746574203
900,patient_aggregated_plus_prediction_instability,0.5,-0.0006926182579504725,0.0034726449730182463
900,patient_aggregated_plus_prediction_instability,0.6,-0.0011671366254294158,0.002998126605539303
901,V0_reference,,0.0,-0.0005107216890851418
901,raw_V1R_reference,,0.0005107216890851418,0.0
901,patient_aggregated_core,0.4,-0.00011666966216671015,-0.000627391351251852
901,patient_aggregated_core,0.5,-0.00012554375425734288,-0.0006362654433424847
901,patient_aggregated_core,0.6,1.6036154560847282e-05,-0.0004946855345242945
901,patient_aggregated_plus_prediction_instability,0.4,-0.00017027036839273313,-0.000680992057477875
901,patient_aggregated_plus_prediction_instability,0.5,-0.0001429902975625813,-0.0006537119866477231
901,patient_aggregated_plus_prediction_instability,0.6,-0.00021328229040572244,-0.0007240039794908643
902,V0_reference,,0.0,0.0030888152536949764
902,raw_V1R_reference,,-0.0030888152536949764,0.0
902,patient_aggregated_core,0.4,-0.0007469738083188682,0.0023418414453761083
902,patient_aggregated_core,0.5,-0.000839966540218326,0.0022488487134766505
902,patient_aggregated_core,0.6,-0.0006310756584470972,0.002457739595247879
902,patient_aggregated_plus_prediction_instability,0.4,-0.0004808560332250217,0.0026079592204699548
902,patient_aggregated_plus_prediction_instability,0.5,-0.0007376842180115556,0.002351131035683421
902,patient_aggregated_plus_prediction_instability,0.6,-0.0007879213613639358,0.0023008938923310407
903,V0_reference,,0.0,7.563144085920293e-05
903,raw_V1R_reference,,-7.563144085920293e-05,0.0
903,patient_aggregated_core,0.4,-0.001576910778779167,-0.001501279337919964
903,patient_aggregated_core,0.5,-0.00159508824427107,-0.0015194568034118672
903,patient_aggregated_core,0.6,-0.0014528588568122475,-0.0013772274159530445
903,patient_aggregated_plus_prediction_instability,0.4,-0.001442606302869756,-0.0013669748620105532
903,patient_aggregated_plus_prediction_instability,0.5,-0.0015153083396392403,-0.0014396768987800374
903,patient_aggregated_plus_prediction_instability,0.6,-0.0015424518809375037,-0.0014668204400783008
904,V0_reference,,0.0,0.0013793988909707455
904,raw_V1R_reference,,-0.0013793988909707455,0.0
904,patient_aggregated_core,0.4,0.0008920518462517957,0.002271450737222541
904,patient_aggregated_core,0.5,0.0008196749103631662,0.0021990738013339117
904,patient_aggregated_core,0.6,0.000782695450380122,0.0021620943413508675
904,patient_aggregated_plus_prediction_instability,0.4,0.0010841424423606028,0.0024635413333313483
904,patient_aggregated_plus_prediction_instability,0.5,0.0007434642475692144,0.00212286313853996
904,patient_aggregated_plus_prediction_instability,0.6,0.0005826862193035187,0.0019620851102742642
905,V0_reference,,0.0,0.0009791383304765255
905,raw_V1R_reference,,-0.0009791383304765255,0.0
905,patient_aggregated_core,0.4,-0.00017967106253410914,0.0007994672679424164
905,patient_aggregated_core,0.5,-0.00018155247252216178,0.0007975858579543638
905,patient_aggregated_core,0.6,-0.00011334385681308068,0.0008657944736634449
905,patient_aggregated_plus_prediction_instability,0.4,0.00010840207356627163,0.0010875404040427972
905,patient_aggregated_plus_prediction_instability,0.5,-0.00015227020561039972,0.0008268681248661258
905,patient_aggregated_plus_prediction_instability,0.6,-0.00025559266482455545,0.0007235456656519701
906,V0_reference,,0.0,0.0010464914887497317
906,raw_V1R_reference,,-0.0010464914887497317,0.0
906,patient_aggregated_core,0.4,-0.0004784039074287594,0.0005680875813209724
906,patient_aggregated_core,0.5,-0.0003329234215241478,0.000713568067225584
906,patient_aggregated_core,0.6,-0.000249862257862124,0.0007966292308876077
906,patient_aggregated_plus_prediction_instability,0.4,-0.00014217754932582816,0.0009043139394239036
906,patient_aggregated_plus_prediction_instability,0.5,-0.00033118047044994325,0.0007153110182997885
906,patient_aggregated_plus_prediction_instability,0.6,-0.0003735015805812897,0.0006729899081684421
907,V0_reference,,0.0,0.003744262315532848
907,raw_V1R_reference,,-0.003744262315532848,0.0
907,patient_aggregated_core,0.4,-0.0013998530010732035,0.0023444093144596445
907,patient_aggregated_core,0.5,-0.001354790004743145,0.002389472310789703
907,patient_aggregated_core,0.6,-0.0011517372260722858,0.0025925250894605623
907,patient_aggregated_plus_prediction_instability,0.4,-0.0015506341241001975,0.0021936281914326505
907,patient_aggregated_plus_prediction_instability,0.5,-0.001302515331584958,0.00244174698394789
907,patient_aggregated_plus_prediction_instability,0.6,-0.0013701121863362309,0.002374150129196617
908,V0_reference,,0.0,0.0023497549051958444
908,raw_V1R_reference,,-0.0023497549051958444,0.0
908,patient_aggregated_core,0.4,4.386951080023738e-05,0.0023936244159960818
908,patient_aggregated_core,0.5,6.650601964741654e-05,0.002416260924843261
908,patient_aggregated_core,0.6,6.42371997791602e-05,0.0024139921049750046
908,patient_aggregated_plus_prediction_instability,0.4,4.863884156830478e-05,0.002398393746764149
908,patient_aggregated_plus_prediction_instability,0.5,-7.753479780198136e-05,0.002272220107393863
908,patient_aggregated_plus_prediction_instability,0.6,-9.751305064517601e-05,0.0022522418545506684
909,V0_reference,,0.0,-0.0005628940973028684
909,raw_V1R_reference,,0.0005628940973028684,0.0
909,patient_aggregated_core,0.4,2.553633776858355e-05,-0.0005373577595342849
909,patient_aggregated_core,0.5,-4.7691281003583996e-05,-0.0006105853783064524
909,patient_aggregated_core,0.6,-3.54028450244015e-05,-0.0005982969423272699
909,patient_aggregated_plus_prediction_instability,0.4,1.0884177855108312e-05,-0.0005520099194477601
909,patient_aggregated_plus_prediction_instability,0.5,-0.0001513712586973387,-0.0007142653560002071
909,patient_aggregated_plus_prediction_instability,0.6,-0.00025152048250251524,-0.0008144145798053837
910,V0_reference,,0.0,-0.0008450666286219238
910,raw_V1R_reference,,0.0008450666286219238,0.0
910,patient_aggregated_core,0.4,-0.0006391286589190887,-0.0014841952875410125
910,patient_aggregated_core,0.5,-0.0006891995284238478,-0.0015342661570457716
910,patient_aggregated_core,0.6,-0.0005304347572459428,-0.0013755013858678666
910,patient_aggregated_plus_prediction_instability,0.4,-0.00042760679805212143,-0.0012726734266740453
910,patient_aggregated_plus_prediction_instability,0.5,-0.0007146732500075414,-0.0015597398786294653
910,patient_aggregated_plus_prediction_instability,0.6,-0.0007976689371818751,-0.001642735565803799
911,V0_reference,,0.0,0.0014572266212793672
911,raw_V1R_reference,,-0.0014572266212793672,0.0
911,patient_aggregated_core,0.4,0.0006276008528783295,0.0020848274741576966
911,patient_aggregated_core,0.5,0.0004908938247438488,0.001948120446023216
911,patient_aggregated_core,0.6,0.0003984183077225534,0.0018556449290019206
911,patient_aggregated_plus_prediction_instability,0.4,0.0007462727555448689,0.002203499376824236
911,patient_aggregated_plus_prediction_instability,0.5,0.0006197076408538948,0.002076934262133262
911,patient_aggregated_plus_prediction_instability,0.6,0.0001930143400463713,0.0016502409613257385
912,V0_reference,,0.0,0.0029406137190184645
912,raw_V1R_reference,,-0.0029406137190184645,0.0
912,patient_aggregated_core,0.4,-0.0001820914516495742,0.0027585222673688903
912,patient_aggregated_core,0.5,-7.452451026751516e-05,0.0028660892087509493
912,patient_aggregated_core,0.6,-3.0831354872751238e-06,0.0029375305835311893
912,patient_aggregated_plus_prediction_instability,0.4,-6.780056563682191e-05,0.0028728131533816426
912,patient_aggregated_plus_prediction_instability,0.5,-5.808492005437982e-05,0.0028825287989640846
912,patient_aggregated_plus_prediction_instability,0.6,-0.0001380070487140561,0.0028026066703044084
913,V0_reference,,0.0,0.0008557583095375326
913,raw_V1R_reference,,-0.0008557583095375326,0.0
913,patient_aggregated_core,0.4,-0.0010540669386144286,-0.00019830862907689595
913,patient_aggregated_core,0.5,-0.0011473766039233751,-0.0002916182943858425
913,patient_aggregated_core,0.6,-0.0010296437256116509,-0.00017388541607411823
913,patient_aggregated_plus_prediction_instability,0.4,-0.0007204883328863071,0.00013526997665122553
913,patient_aggregated_plus_prediction_instability,0.5,-0.0011637054267865932,-0.00030794711724906054
913,patient_aggregated_plus_prediction_instability,0.6,-0.0012102456543200552,-0.00035448734478252253
914,V0_reference,,0.0,0.0026737445893816186
914,raw_V1R_reference,,-0.0026737445893816186,0.0
914,patient_aggregated_core,0.4,-0.0007729453572288686,0.00190079923215275
914,patient_aggregated_core,0.5,-0.0008445403382550953,0.0018292042511265233
914,patient_aggregated_core,0.6,-0.0005919250602587217,0.002081819529122897
914,patient_aggregated_plus_prediction_instability,0.4,-0.0008568201750241561,0.0018169244143574625
914,patient_aggregated_plus_prediction_instability,0.5,-0.000832384009081158,0.0018413605803004607
914,patient_aggregated_plus_prediction_instability,0.6,-0.0007395982731012579,0.0019341463162803607
915,V0_reference,,0.0,0.0021991491380964068
915,raw_V1R_reference,,-0.0021991491380964068,0.0
915,patient_aggregated_core,0.4,-0.00012240182381181852,0.0020767473142845883
915,patient_aggregated_core,0.5,-5.082732636746412e-06,0.0021940664054596604
915,patient_aggregated_core,0.6,0.0001509843661372523,0.002350133504233659
915,patient_aggregated_plus_prediction_instability,0.4,4.821898484555498e-05,0.0022473681229419618
915,patient_aggregated_plus_prediction_instability,0.5,3.243495704582933e-05,0.002231584095142236
915,patient_aggregated_plus_prediction_instability,0.6,-1.682700972552298e-05,0.002182322128370884
916,V0_reference,,0.0,0.0006003624053787515
916,raw_V1R_reference,,-0.0006003624053787515,0.0
916,patient_aggregated_core,0.4,0.00034897282499893323,0.0009493352303776847
916,patient_aggregated_core,0.5,0.000366912994970936,0.0009672754003496875
916,patient_aggregated_core,0.6,0.0005996275777815641,0.0011999899831603156
916,patient_aggregated_plus_prediction_instability,0.4,0.00044424107944579516,0.0010446034848245467
916,patient_aggregated_plus_prediction_instability,0.5,0.00041538278021374664,0.0010157451855924982
916,patient_aggregated_plus_prediction_instability,0.6,0.0004979543767630046,0.001098316782141756
917,V0_reference,,0.0,-0.0002227653006242336
917,raw_V1R_reference,,0.0002227653006242336,0.0
917,patient_aggregated_core,0.4,-0.0003164610501593945,-0.0005392263507836281
917,patient_aggregated_core,0.5,-0.00047442875554992714,-0.0006971940561741607
917,patient_aggregated_core,0.6,-0.00046927092257736946,-0.0006920362232016031
917,patient_aggregated_plus_prediction_instability,0.4,-0.00017690607199485897,-0.0003996713726190926
917,patient_aggregated_plus_prediction_instability,0.5,-0.0004560300696167807,-0.0006787953702410143
917,patient_aggregated_plus_prediction_instability,0.6,-0.0006779654906971244,-0.000900730791321358
918,V0_reference,,0.0,0.0029734193293272926
918,raw_V1R_reference,,-0.0029734193293272926,0.0
918,patient_aggregated_core,0.4,-0.0015572203144958302,0.0014161990148314624
918,patient_aggregated_core,0.5,-0.00159678859357959,0.0013766307357477026
918,patient_aggregated_core,0.6,-0.001600466352077362,0.0013729529772499305
918,patient_aggregated_plus_prediction_instability,0.4,-0.0016463367421678393,0.0013270825871594533
918,patient_aggregated_plus_prediction_instability,0.5,-0.001552375248237911,0.0014210440810893815
918,patient_aggregated_plus_prediction_instability,0.6,-0.0017269340531889527,0.00124648527613834
919,V0_reference,,0.0,0.0005150153411128677
919,raw_V1R_reference,,-0.0005150153411128677,0.0
919,patient_aggregated_core,0.4,-0.0014690661102073066,-0.0009540507690944389
919,patient_aggregated_core,0.5,-0.001496074850191792,-0.0009810595090789243
919,patient_aggregated_core,0.6,-0.001500660183421279,-0.0009856448423084113
919,patient_aggregated_plus_prediction_instability,0.4,-0.0013880079390061056,-0.0008729925978932379
919,patient_aggregated_plus_prediction_instability,0.5,-0.0014969746547315727,-0.000981959313618705
919,patient_aggregated_plus_prediction_instability,0.6,-0.0016313204715631135,-0.0011163051304502458
920,V0_reference,,0.0,0.002218696948527596
920,raw_V1R_reference,,-0.002218696948527596,0.0
920,patient_aggregated_core,0.4,-0.0007674626435797971,0.0014512343049477988
920,patient_aggregated_core,0.5,-0.0006834172949604089,0.001535279653567187
920,patient_aggregated_core,0.6,-0.0006930064811756509,0.001525690467351945
920,patient_aggregated_plus_prediction_instability,0.4,-0.0006297010148232918,0.0015889959337043041
920,patient_aggregated_plus_prediction_instability,0.5,-0.0007150094914735727,0.0015036874570540232
920,patient_aggregated_plus_prediction_instability,0.6,-0.0009901459042649385,0.0012285510442626574
921,V0_reference,,0.0,0.0009879300747846625
921,raw_V1R_reference,,-0.0009879300747846625,0.0
921,patient_aggregated_core,0.4,-0.000634367036014008,0.00035356303877065454
921,patient_aggregated_core,0.5,-0.0007644973035802055,0.00022343277120445704
921,patient_aggregated_core,0.6,-0.0006546966187426229,0.0003332334560420397
921,patient_aggregated_plus_prediction_instability,0.4,-0.0006688925042511451,0.00031903757053351744
921,patient_aggregated_plus_prediction_instability,0.5,-0.0007510345286258907,0.00023689554615877184
921,patient_aggregated_plus_prediction_instability,0.6,-0.0009347118197211013,5.321825506356126e-05
922,V0_reference,,0.0,0.001398178511762188
922,raw_V1R_reference,,-0.001398178511762188,0.0
922,patient_aggregated_core,0.4,-1.1829789302836291e-05,0.0013863487224593518
922,patient_aggregated_core,0.5,-6.540785526255866e-05,0.0013327706564996294
922,patient_aggregated_core,0.6,0.00019895368164381255,0.0015971321934060007
922,patient_aggregated_plus_prediction_instability,0.4,4.400129105487649e-05,0.0014421798028170646
922,patient_aggregated_plus_prediction_instability,0.5,-1.970381868200699e-05,0.0013784746930801811
922,patient_aggregated_plus_prediction_instability,0.6,-1.440461455788633e-05,0.0013837738972043018
923,V0_reference,,0.0,-0.0007512842790901308
923,raw_V1R_reference,,0.0007512842790901308,0.0
923,patient_aggregated_core,0.4,-4.3345400146832525e-05,-0.0007946296792369634
923,patient_aggregated_core,0.5,8.620570637547786e-05,-0.000665078572714653
923,patient_aggregated_core,0.6,0.000185943919069953,-0.0005653403600201778
923,patient_aggregated_plus_prediction_instability,0.4,0.00040683735702971846,-0.0003444469220604124
923,patient_aggregated_plus_prediction_instability,0.5,9.658824237734898e-05,-0.0006546960367127819
923,patient_aggregated_plus_prediction_instability,0.6,0.00010541019057631884,-0.000645874088513812
924,V0_reference,,0.0,0.0011198847615778162
924,raw_V1R_reference,,-0.0011198847615778162,0.0
924,patient_aggregated_core,0.4,-8.272153708871466e-05,0.0010371632244891016
924,patient_aggregated_core,0.5,-0.0003109597035131362,0.0008089250580646801
924,patient_aggregated_core,0.6,-0.00034577482240194524,0.000774109939175871
924,patient_aggregated_plus_prediction_instability,0.4,-5.218727461941963e-05,0.0010676974869583966
924,patient_aggregated_plus_prediction_instability,0.5,-0.0002791126365592478,0.0008407721250185685
924,patient_aggregated_plus_prediction_instability,0.6,-0.0004581625218963714,0.0006617222396814448
925,V0_reference,,0.0,0.0018265741235584665
925,raw_V1R_reference,,-0.0018265741235584665,0.0
925,patient_aggregated_core,0.4,-5.0332931699564876e-05,0.0017762411918589016
925,patient_aggregated_core,0.5,-0.00022764811645520355,0.001598926007103263
925,patient_aggregated_core,0.6,-0.00018641023665347256,0.001640163886904994
925,patient_aggregated_plus_prediction_instability,0.4,0.0001561696462696882,0.0019827437698281547
925,patient_aggregated_plus_prediction_instability,0.5,-8.09902542186769e-05,0.0017455838693397896
925,patient_aggregated_plus_prediction_instability,0.6,-0.0002813584888007592,0.0015452156347577073
926,V0_reference,,0.0,-0.0004302261831343468
926,raw_V1R_reference,,0.0004302261831343468,0.0
926,patient_aggregated_core,0.4,-0.0007570503572338072,-0.001187276540368154
926,patient_aggregated_core,0.5,-0.0008278082630129163,-0.0012580344461472631
926,patient_aggregated_core,0.6,-0.0006925619354041235,-0.0011227881185384703
926,patient_aggregated_plus_prediction_instability,0.4,-0.0005285687981037984,-0.0009587949812381452
926,patient_aggregated_plus_prediction_instability,0.5,-0.0007631100392610085,-0.0011933362223953553
926,patient_aggregated_plus_prediction_instability,0.6,-0.000819387690446316,-0.0012496138735806628
927,V0_reference,,0.0,0.0006588658993970375
927,raw_V1R_reference,,-0.0006588658993970375,0.0
927,patient_aggregated_core,0.4,9.0587583652324e-05,0.0007494534830493615
927,patient_aggregated_core,0.5,0.00015053486765931323,0.0008094007670563508
927,patient_aggregated_core,0.6,0.00016293047931850713,0.0008217963787155447
927,patient_aggregated_plus_prediction_instability,0.4,2.3925949483777353e-05,0.0006827918488808149
927,patient_aggregated_plus_prediction_instability,0.5,0.00010109770071611845,0.000759963600113156
927,patient_aggregated_plus_prediction_instability,0.6,1.536906983193309e-05,0.0006742349692289706
928,V0_reference,,0.0,4.319842337824342e-05
928,raw_V1R_reference,,-4.319842337824342e-05,0.0
928,patient_aggregated_core,0.4,0.0003650632671342857,0.00040826169051252914
928,patient_aggregated_core,0.5,0.0002578974928113542,0.00030109591618959763
928,patient_aggregated_core,0.6,0.0003789709788938611,0.00042216940227210453
928,patient_aggregated_plus_prediction_instability,0.4,0.0005187741839671745,0.0005619726073454179
928,patient_aggregated_plus_prediction_instability,0.5,0.0002668253368196538,0.00031002376019789724
928,patient_aggregated_plus_prediction_instability,0.6,0.0001324685469989706,0.00017566697037721402
929,V0_reference,,0.0,-0.0005434389257600869
929,raw_V1R_reference,,0.0005434389257600869,0.0
929,patient_aggregated_core,0.4,-2.5541005060997213e-05,-0.0005689799308210841
929,patient_aggregated_core,0.5,-7.130063474325432e-05,-0.0006147395605033412
929,patient_aggregated_core,0.6,-3.4156045684741176e-05,-0.0005775949714448281
929,patient_aggregated_plus_prediction_instability,0.4,2.422832847737144e-06,-0.0005410160929123498
929,patient_aggregated_plus_prediction_instability,0.5,5.8559558691828606e-05,-0.0004848793670682583
929,patient_aggregated_plus_prediction_instability,0.6,-0.00027753975535951825,-0.0008209786811196051
930,V0_reference,,0.0,0.0014336959143562283
930,raw_V1R_reference,,-0.0014336959143562283,0.0
930,patient_aggregated_core,0.4,-0.00042472891657713285,0.0010089669977790955
930,patient_aggregated_core,0.5,-0.00036433168994372267,0.0010693642244125057
930,patient_aggregated_core,0.6,-0.00028746330639703443,0.001146232607959194
930,patient_aggregated_plus_prediction_instability,0.4,-0.00018799508011189958,0.0012457008342443288
930,patient_aggregated_plus_prediction_instability,0.5,-0.000442746162735666,0.0009909497516205623
930,patient_aggregated_plus_prediction_instability,0.6,-0.0005611251040977816,0.0008725708102584467
931,V0_reference,,0.0,0.002557891190621664
931,raw_V1R_reference,,-0.002557891190621664,0.0
931,patient_aggregated_core,0.4,-0.0007936198508649572,0.0017642713397567067
931,patient_aggregated_core,0.5,-0.000794955011096804,0.00176293617952486
931,patient_aggregated_core,0.6,-0.0007891552350798858,0.001768735955541778
931,patient_aggregated_plus_prediction_instability,0.4,-0.0009962108054961394,0.0015616803851255245
931,patient_aggregated_plus_prediction_instability,0.5,-0.0010319245870124005,0.0015259666036092634
931,patient_aggregated_plus_prediction_instability,0.6,-0.0011510877801090835,0.0014068034105125804
932,V0_reference,,0.0,0.0021804288654962423
932,raw_V1R_reference,,-0.0021804288654962423,0.0
932,patient_aggregated_core,0.4,-0.00103569721396074,0.0011447316515355022
932,patient_aggregated_core,0.5,-0.0010956338795467951,0.0010847949859494471
932,patient_aggregated_core,0.6,-0.0011416083124725779,0.0010388205530236644
932,patient_aggregated_plus_prediction_instability,0.4,-0.001213202635075808,0.0009672262304204343
932,patient_aggregated_plus_prediction_instability,0.5,-0.0010599056688262304,0.0011205231966700119
