study,partition,seed,target_coverage,observed_coverage,augmentation_rate,fallback_rate,abstention_rate,ipcw_brier,harrell_c,auc_horizon
TCGA-HNSC,calibration,43,0.7,0.7115384615384616,0.5096153846153846,0.20192307692307693,0.28846153846153844,0.24657911104605815,0.5975699558173785,0.5264707703212361
TCGA-HNSC,oof,43,0.75,0.7927710843373494,0.5445783132530121,0.24819277108433735,0.20722891566265061,0.20842350988995062,0.594731681562771,0.6051328655556936
TCGA-HNSC,calibration,43,0.75,0.7596153846153846,0.5769230769230769,0.18269230769230768,0.2403846153846154,0.24321028872724404,0.6134663341645885,0.5689192519771898
TCGA-HNSC,oof,43,0.8,0.8096385542168675,0.5614457831325301,0.24819277108433735,0.19036144578313252,0.20989466757419084,0.5934579439252337,0.6013148455491735
TCGA-HNSC,calibration,43,0.8,0.8076923076923077,0.6538461538461539,0.15384615384615385,0.19230769230769232,0.23743789732339013,0.5979202772963604,0.5713784183417373
TCGA-HNSC,oof,43,0.85,0.8746987951807229,0.7156626506024096,0.15903614457831325,0.12530120481927712,0.21964849620720744,0.5801821777431534,0.6015192903533396
TCGA-HNSC,calibration,43,0.85,0.8557692307692307,0.7307692307692307,0.125,0.14423076923076922,0.23074897319028917,0.5869004641567819,0.5840428636035048
TCGA-HNSC,oof,43,0.9,0.908433734939759,0.7662650602409639,0.14216867469879518,0.09156626506024096,0.22219367510555968,0.5786246289970319,0.600753429889568
TCGA-HNSC,calibration,43,0.9,0.9038461538461539,0.8173076923076923,0.08653846153846154,0.09615384615384616,0.2363460286536785,0.5793269230769231,0.56710101517045
TCGA-HNSC,oof,43,0.95,0.963855421686747,0.891566265060241,0.07228915662650602,0.03614457831325301,0.2372212755534914,0.5661691782975738,0.5739312432900341
TCGA-HNSC,calibration,43,0.95,0.9519230769230769,0.9134615384615384,0.038461538461538464,0.04807692307692308,0.22294337599957223,0.6414141414141414,0.6308682829630398
TCGA-HNSC,oof,43,1.0,0.9903614457831326,0.9493975903614458,0.04096385542168675,0.00963855421686747,0.23644512353136354,0.5695804035111908,0.579060696409871
TCGA-HNSC,calibration,43,1.0,1.0,1.0,0.0,0.0,0.24213332858886683,0.6244710860366713,0.6148669832596729
TCGA-HNSC,oof,71,0.5,0.39759036144578314,0.18072289156626506,0.21686746987951808,0.6024096385542169,0.20876294881937446,0.5050169930409452,0.4807092443665456
TCGA-HNSC,calibration,71,0.5,0.5096153846153846,0.25961538461538464,0.25,0.49038461538461536,0.24008360103074494,0.6725490196078432,0.6419051351542343
TCGA-HNSC,oof,71,0.55,0.44819277108433736,0.21204819277108433,0.236144578313253,0.5518072289156627,0.21278324148706498,0.518239392020266,0.4860858955881733
TCGA-HNSC,calibration,71,0.55,0.5576923076923077,0.3173076923076923,0.2403846153846154,0.4423076923076923,0.23938658953250158,0.642467248908297,0.6292643654824653
TCGA-HNSC,oof,71,0.6,0.5253012048192771,0.2674698795180723,0.25783132530120484,0.4746987951807229,0.2189254580468815,0.546349288935137,0.5164960838674129
TCGA-HNSC,calibration,71,0.6,0.6057692307692307,0.375,0.23076923076923078,0.3942307692307692,0.2265608584008739,0.6326129666011788,0.6340303761205431
TCGA-HNSC,oof,71,0.65,0.6120481927710844,0.35903614457831323,0.25301204819277107,0.38795180722891565,0.21221865962422515,0.5666219753559344,0.557886293349765
TCGA-HNSC,calibration,71,0.65,0.6538461538461539,0.4326923076923077,0.22115384615384615,0.34615384615384615,0.22381590824781394,0.6338273757628596,0.6308762822120836
TCGA-HNSC,oof,71,0.7,0.6481927710843374,0.4,0.24819277108433735,0.35180722891566263,0.20956957274722002,0.5798482293423272,0.5851377516838332
TCGA-HNSC,calibration,71,0.7,0.7115384615384616,0.5096153846153846,0.20192307692307693,0.28846153846153844,0.2216563781755091,0.6393805309734514,0.6577099599108164
TCGA-HNSC,oof,71,0.75,0.7469879518072289,0.4530120481927711,0.29397590361445786,0.25301204819277107,0.2181837496064405,0.58199402358262,0.596367722968426
TCGA-HNSC,calibration,71,0.75,0.7596153846153846,0.5769230769230769,0.18269230769230768,0.2403846153846154,0.2248260565593287,0.6303780964797914,0.6227154484573845
TCGA-HNSC,oof,71,0.8,0.7975903614457831,0.5879518072289157,0.20963855421686747,0.20240963855421687,0.22417280936147246,0.579444134856506,0.5855219786964458
TCGA-HNSC,calibration,71,0.8,0.8076923076923077,0.6634615384615384,0.14423076923076922,0.19230769230769232,0.23679675944097822,0.6127612761276128,0.5861867587429667
TCGA-HNSC,oof,71,0.85,0.8361445783132531,0.653012048192771,0.18313253012048192,0.163855421686747,0.22368928402428043,0.5861200327476541,0.6010212119516317
TCGA-HNSC,calibration,71,0.85,0.8557692307692307,0.7307692307692307,0.125,0.14423076923076922,0.24416407623625966,0.6081147946561108,0.580480185346946
TCGA-HNSC,oof,71,0.9,0.8891566265060241,0.727710843373494,0.1614457831325301,0.1108433734939759,0.21913490459637716,0.5885529469519767,0.5955502389529084
TCGA-HNSC,calibration,71,0.9,0.9038461538461539,0.8173076923076923,0.08653846153846154,0.09615384615384616,0.2288960352470107,0.6248854262144822,0.6083068903534025
TCGA-HNSC,oof,71,0.95,0.9204819277108434,0.8216867469879519,0.09879518072289156,0.07951807228915662,0.2239629855679557,0.593292017980158,0.60030707939474
TCGA-HNSC,calibration,71,0.95,0.9519230769230769,0.9134615384615384,0.038461538461538464,0.04807692307692308,0.23327125512174338,0.6190666134822497,0.6167098329633126
TCGA-HNSC,oof,71,1.0,0.9855421686746988,0.980722891566265,0.004819277108433735,0.014457831325301205,0.22914033044280235,0.591610359061873,0.6052039958978188
TCGA-HNSC,calibration,71,1.0,1.0,1.0,0.0,0.0,0.24504212097092268,0.614950634696756,0.6079715601614054
TCGA-HNSC,oof,101,0.5,0.5277108433734939,0.2289156626506024,0.2987951807228916,0.472289156626506,0.20185201183589346,0.590353871025687,0.5680268386116548
TCGA-HNSC,calibration,101,0.5,0.5096153846153846,0.25961538461538464,0.25,0.49038461538461536,0.23207945713713563,0.5791666666666667,0.5987415484855173
TCGA-HNSC,oof,101,0.55,0.5445783132530121,0.25301204819277107,0.29156626506024097,0.45542168674698796,0.20403846675132042,0.5827775925308436,0.5617913303738598
TCGA-HNSC,calibration,101,0.55,0.5576923076923077,0.3173076923076923,0.2403846153846154,0.4423076923076923,0.22480271277780053,0.5945945945945946,0.6126515671549875
TCGA-HNSC,oof,101,0.6,0.6168674698795181,0.3228915662650602,0.29397590361445786,0.38313253012048193,0.197589866183646,0.6096809752301906,0.6085100323511479
TCGA-HNSC,calibration,101,0.6,0.6057692307692307,0.375,0.23076923076923078,0.3942307692307692,0.21104068855335423,0.6305970149253731,0.6684517371871425
TCGA-HNSC,oof,101,0.65,0.6506024096385542,0.3759036144578313,0.2746987951807229,0.3493975903614458,0.20111714980419096,0.626251519185138,0.6163808007054477
TCGA-HNSC,calibration,101,0.65,0.6538461538461539,0.4326923076923077,0.22115384615384615,0.34615384615384615,0.22139802149407317,0.6408390410958904,0.6586783340212703
TCGA-HNSC,oof,101,0.7,0.7060240963855422,0.4843373493975904,0.2216867469879518,0.29397590361445786,0.20232984005280083,0.620837159843395,0.6261608835817754
TCGA-HNSC,calibration,101,0.7,0.7115384615384616,0.5096153846153846,0.20192307692307693,0.28846153846153844,0.23028576766649786,0.6214750542299349,0.6079281939069052
TCGA-HNSC,oof,101,0.75,0.7879518072289157,0.5759036144578313,0.21204819277108433,0.21204819277108433,0.20268879557308875,0.6230422535211267,0.6400468340462135
TCGA-HNSC,calibration,101,0.75,0.7596153846153846,0.5769230769230769,0.18269230769230768,0.2403846153846154,0.22848483539875789,0.6173885750156937,0.6127539274253082
TCGA-HNSC,oof,101,0.8,0.8867469879518072,0.689156626506024,0.19759036144578312,0.11325301204819277,0.20316327651839128,0.6262969385144547,0.6657178376369228
TCGA-HNSC,calibration,101,0.8,0.8076923076923077,0.6538461538461539,0.15384615384615385,0.19230769230769232,0.23126038708670796,0.6157309322033898,0.6289758898004166
TCGA-HNSC,oof,101,0.85,0.9012048192771084,0.763855421686747,0.13734939759036144,0.09879518072289156,0.20724918671626652,0.622037103006056,0.6555374749943136
TCGA-HNSC,calibration,101,0.85,0.8557692307692307,0.7307692307692307,0.125,0.14423076923076922,0.22584645615946386,0.6204225352112676,0.6448905467334233
TCGA-HNSC,oof,101,0.9,0.9108433734939759,0.8024096385542169,0.10843373493975904,0.0891566265060241,0.2132321171061799,0.6198689017837954,0.6467193854691811
TCGA-HNSC,calibration,101,0.9,0.9038461538461539,0.8173076923076923,0.08653846153846154,0.09615384615384616,0.22495900553263343,0.6352173913043478,0.6423262006728102
TCGA-HNSC,oof,101,0.95,0.9518072289156626,0.9036144578313253,0.04819277108433735,0.04819277108433735,0.21898393897285337,0.6100886502684479,0.629611258245364
TCGA-HNSC,calibration,101,0.95,0.9519230769230769,0.9134615384615384,0.038461538461538464,0.04807692307692308,0.2276501832912647,0.6269968051118211,0.6337787821355195
TCGA-HNSC,oof,101,1.0,0.9855421686746988,0.9734939759036144,0.012048192771084338,0.014457831325301205,0.2209582542759373,0.6111734401831711,0.6307101834147798
TCGA-HNSC,calibration,101,1.0,1.0,1.0,0.0,0.0,0.24610302163139122,0.6177715091678421,0.6090421954659513
