study,model,seed,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk
TCGA-HNSC,M0,17,104.0,44.0,107.37347592126233,0.23486419817135212,0.5,0.5,0.5,0.05369972513296265,,0.3373557699232651
TCGA-HNSC,M0,29,104.0,44.0,107.37347592126233,0.23486419817135212,0.5,0.5,0.5,0.05369972513296265,,0.3373557699232651
TCGA-HNSC,M0,43,104.0,44.0,107.37347592126233,0.23486419817135212,0.5,0.5,0.5,0.05369972513296265,,0.3373557699232651
TCGA-HNSC,M0,71,104.0,44.0,107.37347592126233,0.23486419817135212,0.5,0.5,0.5,0.05369972513296265,,0.3373557699232651
TCGA-HNSC,M0,101,104.0,44.0,107.37347592126233,0.23486419817135212,0.5,0.5,0.5,0.05369972513296265,,0.3373557699232651
TCGA-HNSC,N0,17,104.0,44.0,107.37347592126233,0.2526296346820218,0.4432299012693935,0.424931284938014,0.43635149013615104,0.12440185751811213,-0.2733062897879825,0.34093629141422227
TCGA-HNSC,N0,29,104.0,44.0,107.37347592126233,0.24591031804965363,0.4763751763046544,0.48210877180314166,0.47531169424607306,-0.018948778722803414,-0.14828845958134299,0.353127716130286
TCGA-HNSC,N0,43,104.0,44.0,107.37347592126233,0.2619391181615439,0.5031734837799718,0.49603619308709757,0.47667524027039104,0.017067169317276587,-0.16901705997370564,0.3449898422201333
TCGA-HNSC,N0,71,104.0,44.0,107.37347592126233,0.23657521344286714,0.5687588152327221,0.5637671406221619,0.5622405144149305,-0.009894087758769451,0.4129516447984913,0.34829249546284835
TCGA-HNSC,N0,101,104.0,44.0,107.37347592126233,0.24682080607615223,0.5652327221438646,0.543241436425762,0.5306918516945242,0.05621264269351103,-0.020634906523849413,0.3421667311321309
