candidate,gamma,seed,outer_fold,alpha_brier,beta_brier,beta_effective,ipcw_brier_raw,ipcw_brier_candidate,delta_ipcw_brier,citl_raw,citl_candidate,abs_citl_error_deterioration,slope_raw,slope_candidate,abs_slope_error_deterioration,n_evaluable,events_evaluable
brier_full_shrinkage_g0.25,0.25,71,1,0.06554849320132548,1.0278869786817677,1.0069717446704418,0.16032342539913733,0.16036819815544615,4.4772756308819606e-05,0.18175095495204432,0.17571846924691897,-0.006032485705125351,0.3762106528993098,0.3736039527823943,0.002606700116915661,95,20
brier_full_shrinkage_g0.50,0.5,71,1,0.06554849320132548,1.0278869786817677,1.0139434893408839,0.16032342539913733,0.1604150051582702,9.157975913287597e-05,0.18175095495204432,0.1696793677214007,-0.012071587230643638,0.3762106528993098,0.37103390098421263,0.005176751915097255,95,20
brier_full_shrinkage_g0.75,0.75,71,1,0.06554849320132548,1.0278869786817677,1.020915234011326,0.16032342539913733,0.16046386777058466,0.00014044237144733573,0.18175095495204432,0.16363367763159883,-0.01811727732044549,0.3762106528993098,0.3684996890524991,0.007710963846810803,95,20
brier_full_shrinkage_g1.00,1.0,71,1,0.06554849320132548,1.0278869786817677,1.0278869786817677,0.16032342539913733,0.16051480768460047,0.00019138228546314306,0.18175095495204432,0.1575814257073634,-0.024169529244680937,0.3762106528993098,0.3660005400132549,0.010210112886055,95,20
brier_full_shrinkage_g0.10,0.1,71,2,-0.2624877202143554,0.75,0.975,0.09689654580993401,0.09720065191624819,0.0003041061063141781,-0.32072501716869956,-0.3312768914341037,0.01055187426540416,1.5635500014076644,1.603499331497602,0.03994933008993762,104,14
brier_full_shrinkage_g0.25,0.25,71,2,-0.2624877202143554,0.75,0.9375,0.09689654580993401,0.09768244119408089,0.0007858953841468758,-0.32072501716869956,-0.34740450982376425,0.026679492655064696,1.5635500014076644,1.6672773617384222,0.1037273603307578,104,14
brier_full_shrinkage_g0.50,0.5,71,2,-0.2624877202143554,0.75,0.875,0.09689654580993401,0.09855843845435291,0.0016618926444189053,-0.32072501716869956,-0.37509968758978385,0.05437467042108429,1.5635500014076644,1.7866250615068657,0.2230750600992013,104,14
brier_full_shrinkage_g0.75,0.75,71,2,-0.2624877202143554,0.75,0.8125,0.09689654580993401,0.09953400350116999,0.002637457691235981,-0.32072501716869956,-0.40384030319552044,0.08311528602682089,1.5635500014076644,1.9237066368234768,0.36015663541581233,104,14
brier_full_shrinkage_g1.00,1.0,71,2,-0.2624877202143554,0.75,0.75,0.09689654580993401,0.10061978470738708,0.003723238897453074,-0.32072501716869956,-0.4336544351117237,0.11292941794302414,1.5635500014076644,2.089285687816008,0.5257356864083436,104,14
brier_full_shrinkage_g0.10,0.1,71,3,-0.07854611062570824,0.9392128376416595,0.993921283764166,0.1373101419047459,0.13727660418183593,-3.3537722909982026e-05,0.19995450336429504,0.19768041074225737,-0.0022740926220376767,0.9400514667325705,0.9465046728167236,-0.006453206084153118,94,17
brier_full_shrinkage_g0.25,0.25,71,3,-0.07854611062570824,0.9392128376416595,0.9848032094104149,0.1373101419047459,0.1372270935547731,-8.304834997280297e-05,0.19995450336429504,0.19425525233681648,-0.0056992510274785635,0.9400514667325705,0.9563704557170727,-0.016318988984502236,94,17
brier_full_shrinkage_g0.50,0.5,71,3,-0.07854611062570824,0.9392128376416595,0.9696064188208298,0.1373101419047459,0.13714673545598072,-0.0001634064487651965,0.19995450336429504,0.18850904596589518,-0.011445457398399861,0.9400514667325705,0.970376600748974,-0.030325134016403577,94,17
brier_full_shrinkage_g0.75,0.75,71,3,-0.07854611062570824,0.9392128376416595,0.9544096282312446,0.1373101419047459,0.1370691386103147,-0.00024100329443121904,0.19995450336429504,0.1827154656967083,-0.01723903766758675,0.9400514667325705,0.9852412689307366,-0.04518980219816615,94,17
