study,seed,subgroup_variable,subgroup,model,parent_n,coverage,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk
HANCOCK,101,site_group,other,B7_full_equal_weight_90,122,0.9016393442622951,110.0,31.0,110.00254816791562,0.11060268685531102,0.6459016393442623,0.7089851707240443,0.7137229454365958,0.09613690960209335,1.8955099775632973,0.12466980353328554
HANCOCK,101,stage_group,unknown,B2,122,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987
HANCOCK,101,stage_group,unknown,B6,122,1.0,122.0,38.0,121.33108167594078,0.12856997314750948,0.6757564437803512,0.7409552516651307,0.7688790362672505,0.3748639726564616,2.439464592590494,0.1420791225616023
HANCOCK,101,stage_group,unknown,B7_full_equal_weight_90,122,0.9016393442622951,110.0,31.0,110.00254816791562,0.11060268685531102,0.6459016393442623,0.7089851707240443,0.7137229454365958,0.09613690960209335,1.8955099775632973,0.12466980353328554
HANCOCK,101,hpv_group,unknown,B2,122,1.0,122.0,38.0,121.33108167594078,0.14602695410991687,0.6327979081060889,0.6596807967156807,0.690132279155643,0.36438918326351993,2.6173690173520994,0.1375878183620987
HANCOCK,101,hpv_group,unknown,B6,122,1.0,122.0,38.0,121.33108167594078,0.12856997314750948,0.6757564437803512,0.7409552516651307,0.7688790362672505,0.3748639726564616,2.439464592590494,0.1420791225616023
HANCOCK,101,hpv_group,unknown,B7_full_equal_weight_90,122,0.9016393442622951,110.0,31.0,110.00254816791562,0.11060268685531102,0.6459016393442623,0.7089851707240443,0.7137229454365958,0.09613690960209335,1.8955099775632973,0.12466980353328554
HANCOCK,101,natural_modality_missingness,complete,B2,86,1.0,86.0,25.0,86.00897189225475,0.15549053200881235,0.5924242424242424,0.6076860893897195,0.6503398367452526,0.41519107938153643,2.4216798648840276,0.13990965124843796
HANCOCK,101,natural_modality_missingness,complete,B6,86,1.0,86.0,25.0,86.00897189225475,0.14046574116500263,0.7121212121212122,0.7859536693695116,0.8222863942686659,0.4650736586983814,3.04158837175383,0.14347124941234768
HANCOCK,101,natural_modality_missingness,complete,B7_full_equal_weight_90,86,0.872093023255814,75.0,19.0,75.68043838422965,0.10933784602853235,0.6543665436654367,0.7463182997918073,0.7587544218653028,0.08005877760243975,2.4181988343333853,0.12790498473228748
HANCOCK,101,natural_modality_missingness,missing,B2,36,1.0,36.0,13.0,35.322109783686,0.12341951801811102,0.7217391304347827,0.762092769950278,0.7538077668824325,0.22703304279002426,2.876313755884879,0.13204121757806597
HANCOCK,101,natural_modality_missingness,missing,B6,36,1.0,36.0,13.0,35.322109783686,0.10015230510572033,0.5782608695652174,0.5879724480446609,0.5864689536038613,0.12534134553453394,1.511569464267504,0.1387534861959329
HANCOCK,101,natural_modality_missingness,missing,B7_full_equal_weight_90,36,0.9722222222222222,35.0,12.0,34.32210978368601,0.11331306005555106,0.6256410256410256,0.6047241072399374,0.5963330214484392,0.13179094049606985,0.5873143863516158,0.11773727239256705
TCGA-HNSC,17,sex,female,B2,28,1.0,28.0,15.0,31.10053154352763,0.28019741782291446,0.5636704119850188,0.5386693203403566,0.5121921211552287,0.3189332715265128,0.14923933069859477,0.35138290540553446
TCGA-HNSC,17,sex,female,B6,28,1.0,28.0,15.0,31.10053154352763,0.2666987323083979,0.6179775280898876,0.6386583850181533,0.6624778488103108,0.4089609585081928,0.9330390208655245,0.35643481187951503
TCGA-HNSC,17,sex,female,B7_full_equal_weight_90,28,0.8928571428571429,25.0,13.0,27.54957277513164,0.2608054138283414,0.6078431372549019,0.6356752738479817,0.6393437405169343,0.27451140961641646,0.810531232006647,0.36538795361671866
TCGA-HNSC,17,sex,male,B2,76,1.0,76.0,29.0,76.27294437773467,0.22824786283162588,0.4258832565284178,0.4033324513685552,0.3876259432409915,-0.04139661186275312,-1.6132434894437913,0.32625159398625286
TCGA-HNSC,17,sex,male,B6,76,1.0,76.0,29.0,76.27294437773467,0.23338536410272634,0.630568356374808,0.6144447707130458,0.5939273509430545,-0.27018294076864763,0.3529501772832123,0.3614896133950253
TCGA-HNSC,17,sex,male,B7_full_equal_weight_90,76,0.9078947368421053,69.0,28.0,69.09906185839151,0.21991371891976894,0.6280918727915195,0.6250594405717484,0.6105256048317108,-0.10162592082511984,0.646588974743679,0.342651927314288
TCGA-HNSC,17,age_group,<65,B2,70,1.0,70.0,29.0,71.13135777295565,0.24576875842580295,0.4463434022257552,0.43960117265066634,0.44850180604019135,0.31703192150429377,-0.6936206706618858,0.3034249127018954
TCGA-HNSC,17,age_group,<65,B6,70,1.0,70.0,29.0,71.13135777295565,0.23285806244080623,0.615262321144674,0.6175400657110459,0.6445501585290965,0.13748730098269027,0.6284222133115626,0.34521355415541205
TCGA-HNSC,17,age_group,<65,B7_full_equal_weight_90,70,0.9714285714285714,68.0,28.0,68.41601256682684,0.220047228565535,0.6157130657557643,0.6247454749142172,0.6671362692182599,0.1860159357198426,1.10675347908972,0.33123483785835495
TCGA-HNSC,17,age_group,>=65,B2,34,1.0,34.0,15.0,36.242118148306645,0.23495741718938146,0.5128617363344051,0.4943384223409019,0.45464478773151773,-0.4137965939646505,0.18968413392840605,0.39394407662286773
TCGA-HNSC,17,age_group,>=65,B6,34,1.0,34.0,15.0,36.242118148306645,0.26190552369370296,0.6334405144694534,0.6200048528757567,0.5736711714488777,-0.46307427607373025,0.19753404897418048,0.39083636940498534
TCGA-HNSC,17,age_group,>=65,B7_full_equal_weight_90,34,0.7647058823529411,26.0,13.0,28.23262206669631,0.2588834772583159,0.6111111111111112,0.6236237745560187,0.5397453195260024,-0.4307041178199144,0.24933473130197623,0.39437357118214245
TCGA-HNSC,17,site_group,other,B2,100,1.0,100.0,43.0,103.31076306579664,0.24342066440002907,0.48938992042440316,0.45925158333665544,0.43923232141726865,0.08560060328663208,-0.6025670357101363,0.3327363208847661
TCGA-HNSC,17,site_group,other,B6,100,1.0,100.0,43.0,103.31076306579664,0.24987624617923895,0.6066691928760894,0.6010244285331666,0.5887884321600072,-0.03603471581801203,0.3183545696841146,0.35740080923495204
TCGA-HNSC,17,site_group,other,B7_full_equal_weight_90,100,0.91,91.0,40.0,94.07210088246227,0.23200554399861859,0.6191556967771221,0.6255865507368273,0.6118257831489066,-0.007144466462691611,0.6668287993243819,0.34892557648833783
TCGA-HNSC,17,stage_group,advanced,B2,83,1.0,83.0,40.0,84.79419983547395,0.2583763561517533,0.49924357034795763,0.4685052582803587,0.4355847801854633,0.30097300933406834,-0.7394469418279296,0.33209386464622886
TCGA-HNSC,17,stage_group,advanced,B6,83,1.0,83.0,40.0,84.79419983547395,0.26102596684651347,0.6086737266767523,0.6050486064891051,0.5951864209183195,0.16185372897910988,0.3130600478854854,0.3696237630705007
TCGA-HNSC,17,stage_group,advanced,B7_full_equal_weight_90,83,0.9397590361445783,78.0,37.0,80.01407496535391,0.24132057695633904,0.6214160327677004,0.6279360623984312,0.6246560745805794,0.1673989624349082,0.6391562977720594,0.3480443884379384
TCGA-HNSC,17,hpv_group,unknown,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,17,hpv_group,unknown,B6,104,1.0,104.0,44.0,107.37347592126233,0.24235434785040713,0.6198871650211566,0.6149418991711367,0.6130950861038087,-0.05912935508512435,0.4285164262482551,0.3601287052946956
TCGA-HNSC,17,hpv_group,unknown,B7_full_equal_weight_90,104,0.9038461538461539,94.0,41.0,96.64863463352317,0.2307891696933254,0.6165957446808511,0.6222350757238393,0.6176442249145342,0.00847056046806432,0.6830602261679343,0.34869874282025365
TCGA-HNSC,17,natural_modality_missingness,complete,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,17,natural_modality_missingness,complete,B6,104,1.0,104.0,44.0,107.37347592126233,0.24235434785040713,0.6198871650211566,0.6149418991711367,0.6130950861038087,-0.05912935508512435,0.4285164262482551,0.3601287052946956
TCGA-HNSC,17,natural_modality_missingness,complete,B7_full_equal_weight_90,104,0.9038461538461539,94.0,41.0,96.64863463352317,0.2307891696933254,0.6165957446808511,0.6222350757238393,0.6176442249145342,0.00847056046806432,0.6830602261679343,0.34869874282025365
TCGA-HNSC,29,sex,female,B2,28,1.0,28.0,15.0,31.10053154352763,0.28019741782291446,0.5636704119850188,0.5386693203403566,0.5121921211552287,0.3189332715265128,0.14923933069859477,0.35138290540553446
TCGA-HNSC,29,sex,female,B6,28,1.0,28.0,15.0,31.10053154352763,0.2656106631647471,0.6104868913857678,0.6301493654981943,0.6628491209581567,0.4249613501465285,0.9987946612679872,0.35370284896830856
TCGA-HNSC,29,sex,female,B7_full_equal_weight_90,28,0.8928571428571429,25.0,12.0,27.44820127554747,0.2548737509873015,0.6410256410256411,0.6414739727205772,0.6659136691680889,0.38575391167698275,1.124353046127779,0.3409696316187742
TCGA-HNSC,29,sex,male,B2,76,1.0,76.0,29.0,76.27294437773467,0.22824786283162588,0.4258832565284178,0.4033324513685552,0.3876259432409915,-0.04139661186275312,-1.6132434894437913,0.32625159398625286
TCGA-HNSC,29,sex,male,B6,76,1.0,76.0,29.0,76.27294437773467,0.2353153534545205,0.6351766513056836,0.6189478393672866,0.5938125795346176,-0.2708595186534216,0.32983681871315496,0.3608032071391292
TCGA-HNSC,29,sex,male,B7_full_equal_weight_90,76,0.9078947368421053,69.0,28.0,67.61288275398674,0.23379381055042148,0.6042972247090421,0.5973730617832199,0.5593817026081375,-0.14645022317329467,0.29348128112910477,0.3543491853308726
TCGA-HNSC,29,age_group,<65,B2,70,1.0,70.0,29.0,71.13135777295565,0.24576875842580295,0.4463434022257552,0.43960117265066634,0.44850180604019135,0.31703192150429377,-0.6936206706618858,0.3034249127018954
TCGA-HNSC,29,age_group,<65,B6,70,1.0,70.0,29.0,71.13135777295565,0.23321010711477816,0.6112877583465819,0.6136837689185348,0.6375038714326714,0.15149164111669972,0.6197874202081263,0.34362720968949717
TCGA-HNSC,29,age_group,<65,B7_full_equal_weight_90,70,0.9428571428571428,66.0,27.0,65.79468264250852,0.22057576261064016,0.6053357865685373,0.6158993941587814,0.6409668279970971,0.18322324655288774,1.0023239618692206,0.3287382602957974
TCGA-HNSC,29,age_group,>=65,B2,34,1.0,34.0,15.0,36.242118148306645,0.23495741718938146,0.5128617363344051,0.4943384223409019,0.45464478773151773,-0.4137965939646505,0.18968413392840605,0.39394407662286773
TCGA-HNSC,29,age_group,>=65,B6,34,1.0,34.0,15.0,36.242118148306645,0.26459876273888266,0.639871382636656,0.629012603676849,0.5778691084163906,-0.4756095937198353,0.17755136024362436,0.39031820104181375
TCGA-HNSC,29,age_group,>=65,B7_full_equal_weight_90,34,0.8235294117647058,28.0,13.0,29.26640138702569,0.2837720132271205,0.6036866359447005,0.5767399517938075,0.48972110257580437,-0.38659553108044403,-0.10913779322543936,0.40277176424203376
TCGA-HNSC,29,site_group,other,B2,100,1.0,100.0,43.0,103.31076306579664,0.24342066440002907,0.48938992042440316,0.45925158333665544,0.43923232141726865,0.08560060328663208,-0.6025670357101363,0.3327363208847661
TCGA-HNSC,29,site_group,other,B6,100,1.0,100.0,43.0,103.31076306579664,0.25099030355796953,0.6097006441834028,0.604195662270403,0.5880332242481565,-0.029317261139929687,0.302472398689958,0.3558255557265011
TCGA-HNSC,29,site_group,other,B7_full_equal_weight_90,100,0.9,90.0,39.0,90.99837117406852,0.24272514088090297,0.6050895381715363,0.5992103680298391,0.5672702779176587,0.012728130863860435,0.37533141343526844,0.35233270525520416
TCGA-HNSC,29,stage_group,advanced,B2,83,1.0,83.0,40.0,84.79419983547395,0.2583763561517533,0.49924357034795763,0.4685052582803587,0.4355847801854633,0.30097300933406834,-0.7394469418279296,0.33209386464622886
TCGA-HNSC,29,stage_group,advanced,B6,83,1.0,83.0,40.0,84.79419983547395,0.26274795683644153,0.6086737266767523,0.6056523181040725,0.5912783363102331,0.16760362276265697,0.2939254381124919,0.3681335291054191
TCGA-HNSC,29,stage_group,advanced,B7_full_equal_weight_90,83,0.927710843373494,77.0,36.0,76.94034525696019,0.24970677598900465,0.6039119804400978,0.5990160823122999,0.5774869729312392,0.21205551623288885,0.39946067635997645,0.3497626708180616
TCGA-HNSC,29,hpv_group,unknown,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,29,hpv_group,unknown,B6,104,1.0,104.0,44.0,107.37347592126233,0.2434717829918892,0.6216502115655853,0.6167296371029404,0.611700582811197,-0.053579288100897085,0.41031667412558565,0.35889157224698526
TCGA-HNSC,29,hpv_group,unknown,B7_full_equal_weight_90,104,0.9038461538461539,94.0,40.0,95.0610840295342,0.23940017768788954,0.6065217391304348,0.6008898641382016,0.5839990840475106,0.011163095364417472,0.42186759909889265,0.3507907933861657
TCGA-HNSC,29,natural_modality_missingness,complete,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,29,natural_modality_missingness,complete,B6,104,1.0,104.0,44.0,107.37347592126233,0.2434717829918892,0.6216502115655853,0.6167296371029404,0.611700582811197,-0.053579288100897085,0.41031667412558565,0.35889157224698526
TCGA-HNSC,29,natural_modality_missingness,complete,B7_full_equal_weight_90,104,0.9038461538461539,94.0,40.0,95.0610840295342,0.23940017768788954,0.6065217391304348,0.6008898641382016,0.5839990840475106,0.011163095364417472,0.42186759909889265,0.3507907933861657
TCGA-HNSC,43,sex,female,B2,28,1.0,28.0,15.0,31.10053154352763,0.28019741782291446,0.5636704119850188,0.5386693203403566,0.5121921211552287,0.3189332715265128,0.14923933069859477,0.35138290540553446
TCGA-HNSC,43,sex,female,B6,28,1.0,28.0,15.0,31.10053154352763,0.2630538086316822,0.6367041198501873,0.6614881466289197,0.6910230238541522,0.416665901260632,1.0568702811948336,0.35495890741728303
TCGA-HNSC,43,sex,female,B7_full_equal_weight_90,28,0.8571428571428571,24.0,11.0,26.41442195521809,0.2549534170677796,0.6395348837209303,0.6429232977001105,0.6306229596250714,0.18787858010797157,0.7447602933124818,0.3565469790174169
TCGA-HNSC,43,sex,male,B2,76,1.0,76.0,29.0,76.27294437773467,0.22824786283162588,0.4258832565284178,0.4033324513685552,0.3876259432409915,-0.04139661186275312,-1.6132434894437913,0.32625159398625286
TCGA-HNSC,43,sex,male,B6,76,1.0,76.0,29.0,76.27294437773467,0.23811475096142964,0.6221198156682027,0.604421931980943,0.5849279598332766,-0.2709936185226561,0.3009946738719887,0.360821434214886
TCGA-HNSC,43,sex,male,B7_full_equal_weight_90,76,0.9210526315789473,70.0,27.0,70.5852409627963,0.21980190940340352,0.6379769299023957,0.6249597375682464,0.6283728951638037,-0.0897817295695461,0.6284558462524347,0.3383948231718958
TCGA-HNSC,43,age_group,<65,B2,70,1.0,70.0,29.0,71.13135777295565,0.24576875842580295,0.4463434022257552,0.43960117265066634,0.44850180604019135,0.31703192150429377,-0.6936206706618858,0.3034249127018954
TCGA-HNSC,43,age_group,<65,B6,70,1.0,70.0,29.0,71.13135777295565,0.23395699173050072,0.6144674085850557,0.6170717907611122,0.6451185056543436,0.17402308671685926,0.6213387819742319,0.33853998843659944
TCGA-HNSC,43,age_group,<65,B7_full_equal_weight_90,70,0.9428571428571428,66.0,26.0,65.79468264250852,0.213537573553226,0.6240601503759399,0.6328259702668946,0.696042121979028,0.26353874530763904,1.2660821251943977,0.3193507698400757
TCGA-HNSC,43,age_group,>=65,B2,34,1.0,34.0,15.0,36.242118148306645,0.23495741718938146,0.5128617363344051,0.4943384223409019,0.45464478773151773,-0.4137965939646505,0.18968413392840605,0.39394407662286773
TCGA-HNSC,43,age_group,>=65,B6,34,1.0,34.0,15.0,36.242118148306645,0.26721289098884443,0.6237942122186495,0.6066958209286052,0.5603375140131653,-0.522964355830096,0.1699662607052778,0.40186703580745015
TCGA-HNSC,43,age_group,>=65,B7_full_equal_weight_90,34,0.8235294117647058,28.0,12.0,31.204980275505875,0.2646977076197156,0.6650485436893204,0.6177313246462953,0.5415785916829676,-0.6152810664063829,0.27027771372274517,0.3988433681787757
TCGA-HNSC,43,site_group,other,B2,100,1.0,100.0,43.0,103.31076306579664,0.24342066440002907,0.48938992042440316,0.45925158333665544,0.43923232141726865,0.08560060328663208,-0.6025670357101363,0.3327363208847661
TCGA-HNSC,43,site_group,other,B6,100,1.0,100.0,43.0,103.31076306579664,0.25226985054651807,0.6085638499431603,0.6016471616635508,0.592597882256695,-0.03014795277565054,0.29539431224937623,0.3562149931543404
TCGA-HNSC,43,site_group,other,B7_full_equal_weight_90,100,0.91,91.0,37.0,94.42312916695349,0.22981367563787441,0.6379807692307692,0.6285543958803129,0.6265489707726162,-0.02691396748168802,0.6395251991912436,0.3430146111651248
TCGA-HNSC,43,stage_group,advanced,B2,83,1.0,83.0,40.0,84.79419983547395,0.2583763561517533,0.49924357034795763,0.4685052582803587,0.4355847801854633,0.30097300933406834,-0.7394469418279296,0.33209386464622886
TCGA-HNSC,43,stage_group,advanced,B6,83,1.0,83.0,40.0,84.79419983547395,0.2647989344605583,0.6061522945032779,0.6005687272089205,0.592377627155296,0.1646137167612607,0.2792657587715867,0.36856934403217617
TCGA-HNSC,43,stage_group,advanced,B7_full_equal_weight_90,83,0.891566265060241,74.0,34.0,74.42038683222603,0.25081048315795734,0.6104417670682731,0.6001749754159561,0.5902627383418039,0.21014780205181827,0.42321280948660783,0.35149112133552407
TCGA-HNSC,43,hpv_group,unknown,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,43,hpv_group,unknown,B6,104,1.0,104.0,44.0,107.37347592126233,0.24482911264188226,0.6198871650211566,0.6136896134689341,0.6138409362630457,-0.05580096596773607,0.3980767082318032,0.35924306161553143
TCGA-HNSC,43,hpv_group,unknown,B7_full_equal_weight_90,104,0.9038461538461539,94.0,38.0,96.99966291801438,0.22877676242409525,0.6323595505617977,0.6230288600643165,0.6291415791172001,-0.011203524993646075,0.6512764373022242,0.343029416153731
TCGA-HNSC,43,natural_modality_missingness,complete,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,43,natural_modality_missingness,complete,B6,104,1.0,104.0,44.0,107.37347592126233,0.24482911264188226,0.6198871650211566,0.6136896134689341,0.6138409362630457,-0.05580096596773607,0.3980767082318032,0.35924306161553143
TCGA-HNSC,43,natural_modality_missingness,complete,B7_full_equal_weight_90,104,0.9038461538461539,94.0,38.0,96.99966291801438,0.22877676242409525,0.6323595505617977,0.6230288600643165,0.6291415791172001,-0.011203524993646075,0.6512764373022242,0.343029416153731
TCGA-HNSC,71,sex,female,B2,28,1.0,28.0,15.0,31.10053154352763,0.28019741782291446,0.5636704119850188,0.5386693203403566,0.5121921211552287,0.3189332715265128,0.14923933069859477,0.35138290540553446
TCGA-HNSC,71,sex,female,B6,28,1.0,28.0,15.0,31.10053154352763,0.2621882588940238,0.6254681647940075,0.6422371107719282,0.678050007034276,0.4242181553477381,1.089182280885909,0.35325644224278163
TCGA-HNSC,71,sex,female,B7_full_equal_weight_90,28,0.8214285714285714,23.0,11.0,25.37783345195303,0.23922848740884922,0.610062893081761,0.6407466134110443,0.6650156797939409,0.12900236830575612,0.9722138808623778,0.34704605427980717
TCGA-HNSC,71,sex,male,B2,76,1.0,76.0,29.0,76.27294437773467,0.22824786283162588,0.4258832565284178,0.4033324513685552,0.3876259432409915,-0.04139661186275312,-1.6132434894437913,0.32625159398625286
TCGA-HNSC,71,sex,male,B6,76,1.0,76.0,29.0,76.27294437773467,0.23767707934786328,0.6259600614439325,0.6091367866925934,0.5864550011957277,-0.2770683595959633,0.3111557133508273,0.36167028988819616
TCGA-HNSC,71,sex,male,B7_full_equal_weight_90,76,0.9342105263157895,71.0,28.0,72.07142006720106,0.22754263199534228,0.629156010230179,0.616420361004089,0.5903823041854096,-0.23294371294705962,0.4907527576771508,0.35252958583064525
TCGA-HNSC,71,age_group,<65,B2,70,1.0,70.0,29.0,71.13135777295565,0.24576875842580295,0.4463434022257552,0.43960117265066634,0.44850180604019135,0.31703192150429377,-0.6936206706618858,0.3034249127018954
TCGA-HNSC,71,age_group,<65,B6,70,1.0,70.0,29.0,71.13135777295565,0.23307927823861552,0.6168521462639109,0.6206265550221496,0.6456337559943729,0.17251521095915812,0.6413738758368855,0.3379709281815088
TCGA-HNSC,71,age_group,<65,B7_full_equal_weight_90,70,0.9714285714285714,68.0,27.0,68.76704085131807,0.21417297352103523,0.6257722859664607,0.6323209099495113,0.6499201093996687,0.117375995963826,0.9987844124813058,0.32582746444414484
TCGA-HNSC,71,age_group,>=65,B2,34,1.0,34.0,15.0,36.242118148306645,0.23495741718938146,0.5128617363344051,0.4943384223409019,0.45464478773151773,-0.4137965939646505,0.18968413392840605,0.39394407662286773
TCGA-HNSC,71,age_group,>=65,B6,34,1.0,34.0,15.0,36.242118148306645,0.2673288177284468,0.6270096463022508,0.6118225484281736,0.5670757812860716,-0.5268208423359689,0.17122180252902874,0.4035340423998579
TCGA-HNSC,71,age_group,>=65,B7_full_equal_weight_90,34,0.7647058823529411,26.0,12.0,28.682212667836037,0.27284691856317056,0.6111111111111112,0.6033084642073069,0.5417751709154166,-0.7596738932265034,0.1425797159646758,0.41751508693113554
TCGA-HNSC,71,site_group,other,B2,100,1.0,100.0,43.0,103.31076306579664,0.24342066440002907,0.48938992042440316,0.45925158333665544,0.43923232141726865,0.08560060328663208,-0.6025670357101363,0.3327363208847661
TCGA-HNSC,71,site_group,other,B6,100,1.0,100.0,43.0,103.31076306579664,0.25169401654373963,0.6078059871163319,0.6000836842220189,0.5873896166851867,-0.03225422297283572,0.306763103028474,0.35620931672013734
TCGA-HNSC,71,site_group,other,B7_full_equal_weight_90,100,0.9,90.0,38.0,93.38654066368844,0.23802727174418353,0.6071774975751697,0.6031549938707829,0.5814815788234798,-0.11031263429195909,0.4333495452159339,0.3472718788902703
TCGA-HNSC,71,stage_group,advanced,B2,83,1.0,83.0,40.0,84.79419983547395,0.2583763561517533,0.49924357034795763,0.4685052582803587,0.4355847801854633,0.30097300933406834,-0.7394469418279296,0.33209386464622886
TCGA-HNSC,71,stage_group,advanced,B6,83,1.0,83.0,40.0,84.79419983547395,0.2637556961134546,0.6096822995461422,0.6036194546761676,0.5896232340306052,0.15836418049645168,0.2923648133882278,0.36938158280299116
TCGA-HNSC,71,stage_group,advanced,B7_full_equal_weight_90,83,0.9397590361445783,78.0,35.0,79.32851474658008,0.23426407337036273,0.628428927680798,0.6274557875121617,0.6144886474655783,0.0373219617591617,0.5743161386431815,0.34947219054779893
TCGA-HNSC,71,hpv_group,unknown,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,71,hpv_group,unknown,B6,104,1.0,104.0,44.0,107.37347592126233,0.24427624307182963,0.6198871650211566,0.6130554432625903,0.6096180742253295,-0.05815265456439849,0.40920515775458993,0.3594050232144307
TCGA-HNSC,71,hpv_group,unknown,B7_full_equal_weight_90,104,0.9038461538461539,94.0,39.0,97.44925351915411,0.23040193704332798,0.621307072515667,0.6180764565951274,0.6073251832749175,-0.13618664600160788,0.5600377164260675,0.3511878706639508
TCGA-HNSC,71,natural_modality_missingness,complete,B2,104,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441
TCGA-HNSC,71,natural_modality_missingness,complete,B6,104,1.0,104.0,44.0,107.37347592126233,0.24427624307182963,0.6198871650211566,0.6130554432625903,0.6096180742253295,-0.05815265456439849,0.40920515775458993,0.3594050232144307
TCGA-HNSC,71,natural_modality_missingness,complete,B7_full_equal_weight_90,104,0.9038461538461539,94.0,39.0,97.44925351915411,0.23040193704332798,0.621307072515667,0.6180764565951274,0.6073251832749175,-0.13618664600160788,0.5600377164260675,0.3511878706639508
TCGA-HNSC,101,sex,female,B2,28,1.0,28.0,15.0,31.10053154352763,0.28019741782291446,0.5636704119850188,0.5386693203403566,0.5121921211552287,0.3189332715265128,0.14923933069859477,0.35138290540553446
TCGA-HNSC,101,sex,female,B6,28,1.0,28.0,15.0,31.10053154352763,0.26253103106530495,0.6179775280898876,0.6335419093843926,0.6694239409900925,0.42481139147936553,1.0997727185235628,0.35220686747575186
TCGA-HNSC,101,sex,female,B7_full_equal_weight_90,28,0.8571428571428571,24.0,12.0,26.192854382061576,0.23651285866228253,0.6373626373626373,0.6594165468355697,0.6912618051277853,0.28630174596568114,1.2789564966230014,0.3255746878974816
TCGA-HNSC,101,sex,male,B2,76,1.0,76.0,29.0,76.27294437773467,0.22824786283162588,0.4258832565284178,0.4033324513685552,0.3876259432409915,-0.04139661186275312,-1.6132434894437913,0.32625159398625286
TCGA-HNSC,101,sex,male,B6,76,1.0,76.0,29.0,76.27294437773467,0.23970932929225908,0.6298003072196621,0.611809671012213,0.5887230289445758,-0.2664905171929184,0.2826463852685775,0.35905657106538785
TCGA-HNSC,101,sex,male,B7_full_equal_weight_90,76,0.9210526315789473,70.0,27.0,68.84204885571076,0.23099845097516974,0.6269982238010657,0.6175888271184146,0.5996300780073079,0.02376771387685862,0.44022863038091703,0.3430927339865955
TCGA-HNSC,101,age_group,<65,B2,70,1.0,70.0,29.0,71.13135777295565,0.24576875842580295,0.4463434022257552,0.43960117265066634,0.44850180604019135,0.31703192150429377,-0.6936206706618858,0.3034249127018954
TCGA-HNSC,101,age_group,<65,B6,70,1.0,70.0,29.0,71.13135777295565,0.23535353833696152,0.6057233704292527,0.6069890741658617,0.6306108550234022,0.19443213140543478,0.6086359731049887,0.33348821293839165
TCGA-HNSC,101,age_group,<65,B7_full_equal_weight_90,70,0.9571428571428572,67.0,27.0,67.02384874423255,0.2193654542493331,0.6352313167259787,0.6378689880243761,0.6653295153280493,0.3191014059052328,1.0851840664370345,0.31245254720063825
TCGA-HNSC,101,age_group,>=65,B2,34,1.0,34.0,15.0,36.242118148306645,0.23495741718938146,0.5128617363344051,0.4943384223409019,0.45464478773151773,-0.4137965939646505,0.18968413392840605,0.39394407662286773
TCGA-HNSC,101,age_group,>=65,B6,34,1.0,34.0,15.0,36.242118148306645,0.2674714768368507,0.6430868167202572,0.6291655746792129,0.5778691084163906,-0.5445586600561695,0.18252144926713387,0.40605637601773825
TCGA-HNSC,101,age_group,>=65,B7_full_equal_weight_90,34,0.7941176470588235,27.0,12.0,28.011054493539795,0.26476721264634606,0.5751295336787565,0.5699407754209525,0.5297217423823539,-0.4483864854617123,0.040606384058117305,0.40355419356142513
TCGA-HNSC,101,site_group,other,B2,100,1.0,100.0,43.0,103.31076306579664,0.24342066440002907,0.48938992042440316,0.45925158333665544,0.43923232141726865,0.08560060328663208,-0.6025670357101363,0.3327363208847661
TCGA-HNSC,101,site_group,other,B6,100,1.0,100.0,43.0,103.31076306579664,0.25332509914894685,0.6066691928760894,0.5972644025268455,0.5829803213444106,-0.024521469901944187,0.28030761527004905,0.35429004152178023
