study,seed,scenario,model,gate_variant,profile,coverage,n,events,ipcw_evaluable_weight,ipcw_brier,harrell_c,uno_c,auc_horizon,calibration_in_the_large,calibration_slope,mean_predicted_risk,b2_subset_ipcw_brier,b6_subset_ipcw_brier
TCGA-HNSC,71,measurement_noise_0.5sd,B7,ood_only,90,0.9038461538461539,94.0,41.0,94.6175947737623,0.23411532801635668,0.6485232067510549,0.6464709172847521,0.6379147512181362,0.07470792834037351,0.5651781765661875,0.3583761710082679,0.24290131108424207,0.23657919734425112
TCGA-HNSC,71,measurement_noise_0.5sd,B7,ood_only,80,0.8173076923076923,85.0,40.0,87.1866992517384,0.2393994679874381,0.6700532172230286,0.6618449132886578,0.6451176359340576,0.26063305492226246,0.784592604777972,0.34295897414120524,0.2553216229425856,0.25411684303286186
TCGA-HNSC,71,measurement_noise_0.5sd,B7,uncertainty_only,100,1.0,104.0,44.0,107.37347592126233,0.2306490527580216,0.668194640338505,0.6652781055270114,0.673645858403536,-0.06755054061826964,0.6007149420596845,0.36676488431471366,0.24223428148312662,0.2306490527580216
TCGA-HNSC,71,measurement_noise_0.5sd,B7,uncertainty_only,90,0.9038461538461539,94.0,38.0,95.58851066830162,0.2150027437592602,0.645466847090663,0.6320223351258393,0.6299376982747618,0.06625664061973277,0.9857035210102606,0.33939713250874454,0.2396215287285626,0.22768258766799776
TCGA-HNSC,71,measurement_noise_0.5sd,B7,uncertainty_only,80,0.8076923076923077,84.0,34.0,86.43827560717452,0.2188604220896763,0.5977653631284916,0.5877953754317835,0.5784484553243363,0.12121417902873917,1.0722052412780292,0.31913824467175356,0.24019718436905235,0.23813796969742745
TCGA-HNSC,71,measurement_noise_0.5sd,B7,full_equal_weight,100,1.0,104.0,44.0,107.37347592126233,0.22435822828428958,0.6755994358251057,0.6725019338368539,0.685714286648505,-0.038657662841498,0.7077861315379914,0.36279990912240295,0.24223428148312662,0.2306490527580216
TCGA-HNSC,71,measurement_noise_0.5sd,B7,full_equal_weight,90,0.9038461538461539,94.0,39.0,97.44925351915411,0.22115331573530655,0.6349597135183527,0.6402285058886699,0.6399336939968604,-0.06821746791648203,0.7154008300869419,0.3414063469667229,0.2342688756532012,0.2327783751289057
TCGA-HNSC,71,measurement_noise_0.5sd,B7,full_equal_weight,80,0.8076923076923077,84.0,35.0,85.98563640501588,0.23232067618151866,0.6073197578425977,0.6059495697022504,0.5872377070116566,0.10928530492528053,0.6169880282750194,0.33095292457142994,0.2432071102681417,0.23266197403741282
TCGA-HNSC,71,measurement_noise_0.5sd,B7,full_learned_nonnegative,100,1.0,104.0,44.0,107.37347592126233,0.22025012084277243,0.672425952045134,0.672768999045885,0.6892607328421857,-0.021007820278494703,0.7880625457929468,0.3624971287003337,0.24223428148312662,0.2306490527580216
TCGA-HNSC,71,measurement_noise_0.5sd,B7,full_learned_nonnegative,90,0.9038461538461539,94.0,37.0,96.36270934408749,0.20258469712565755,0.6836542977923908,0.6737134180871469,0.671416385118289,-0.09956013917900444,0.9918645588287673,0.3433814999315193,0.2327898063304055,0.23055714401548472
TCGA-HNSC,71,measurement_noise_0.5sd,B7,full_learned_nonnegative,80,0.8076923076923077,84.0,36.0,86.21646861593479,0.22986648146525154,0.5831040176114475,0.5715066156194817,0.5550835981973546,0.042322596707549134,0.5839689077881539,0.33184245974975585,0.23716748883595914,0.24133843055942578
TCGA-HNSC,71,location_shift_1sd,B2,none,full,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,,
TCGA-HNSC,71,location_shift_1sd,B3,none,full,1.0,104.0,44.0,107.37347592126233,0.22883062082381891,0.6137165021156559,0.6187066805057658,0.6250946731037789,0.07949020796358992,1.5421632305333905,0.3294842543536708,,
TCGA-HNSC,71,location_shift_1sd,B4,none,full,1.0,104.0,44.0,107.37347592126233,0.24453251071140736,0.6265867418899859,0.6274699781362812,0.6293282637411544,-0.3641235457582763,0.4311181242451865,0.42381875421984544,,
TCGA-HNSC,71,location_shift_1sd,B5,none,full,1.0,104.0,44.0,107.37347592126233,0.25360455192261777,0.6103667136812412,0.6027886628327231,0.600084257225159,-0.29543525827037714,0.3187194821478586,0.4084547105113111,,
TCGA-HNSC,71,location_shift_1sd,B6,none,full,1.0,104.0,44.0,107.37347592126233,0.24872376056738757,0.6198871650211566,0.6130554432625903,0.6096180742253295,-0.2791281788917829,0.3819498426890761,0.4045218939485376,,
TCGA-HNSC,71,location_shift_1sd,B7,ood_only,100,1.0,104.0,44.0,107.37347592126233,0.24872376056738757,0.6198871650211566,0.6130554432625903,0.6096180742253295,-0.2791281788917829,0.3819498426890761,0.4045218939485376,0.24223428148312662,0.24872376056738757
TCGA-HNSC,71,location_shift_1sd,B7,ood_only,90,0.9038461538461539,94.0,41.0,94.6175947737623,0.24191858276177783,0.6111814345991561,0.6083441133313644,0.5845853811020001,-0.0370323155811799,0.39714895423766966,0.37657975999786814,0.24290131108424207,0.2565721217753699
TCGA-HNSC,71,location_shift_1sd,B7,ood_only,80,0.8173076923076923,85.0,40.0,87.1866992517384,0.24763381908196594,0.6328011611030478,0.6299753193166137,0.6174558502123387,0.15301840756755486,0.564257867333585,0.3656779121219535,0.2553216229425856,0.26954157317721583
TCGA-HNSC,71,location_shift_1sd,B7,uncertainty_only,100,1.0,104.0,44.0,107.37347592126233,0.24872376056738757,0.6198871650211566,0.6130554432625903,0.6096180742253295,-0.2791281788917829,0.3819498426890761,0.4045218939485376,0.24223428148312662,0.24872376056738757
TCGA-HNSC,71,location_shift_1sd,B7,uncertainty_only,90,0.9038461538461539,94.0,38.0,95.58851066830162,0.23216133969770184,0.5703653585926928,0.560126236876041,0.5642457672997998,-0.028047307812966358,0.5045437631772826,0.35706830950553936,0.2396215287285626,0.25155055385469166
TCGA-HNSC,71,location_shift_1sd,B7,uncertainty_only,80,0.8076923076923077,84.0,34.0,86.43827560717452,0.2223620743077533,0.5698324022346368,0.5621760544491091,0.5586492941824525,0.08177612727460824,0.929921149373489,0.32519425589860135,0.24019718436905235,0.2574554682844339
TCGA-HNSC,71,location_shift_1sd,B7,full_equal_weight,100,1.0,104.0,44.0,107.37347592126233,0.24872376056738757,0.6234132581100141,0.6169359808981252,0.6096180742253297,-0.2791281788917829,0.3819498426890761,0.40375292289180315,0.24223428148312662,0.24872376056738757
TCGA-HNSC,71,location_shift_1sd,B7,full_equal_weight,90,0.9038461538461539,94.0,39.0,97.44925351915411,0.23632246186367026,0.6371978513876455,0.6331198742888162,0.5961067375757122,-0.23991257314199757,0.4773285917002424,0.36755442988357206,0.2342688756532012,0.25127835136639914
TCGA-HNSC,71,location_shift_1sd,B7,full_equal_weight,80,0.8076923076923077,84.0,35.0,85.98563640501588,0.2344637886755408,0.5795266923500275,0.5730616979098891,0.5366656381892347,0.06708777843036567,0.6404788345786104,0.3364146174956926,0.2432071102681417,0.2442900090057753
TCGA-HNSC,71,location_shift_1sd,B7,full_learned_nonnegative,100,1.0,104.0,44.0,107.37347592126233,0.23514794696881264,0.6315232722143864,0.631088395051219,0.6331882966452118,-0.22028507084946905,0.5851966025130433,0.3958631661981803,0.24223428148312662,0.24872376056738757
TCGA-HNSC,71,location_shift_1sd,B7,full_learned_nonnegative,90,0.9038461538461539,94.0,37.0,96.36270934408749,0.224721521285247,0.6200093940817285,0.607760158575612,0.5614877206443092,-0.1296100338966868,0.5844366096414043,0.34825654817035023,0.2327898063304055,0.24926683721738668
TCGA-HNSC,71,location_shift_1sd,B7,full_learned_nonnegative,80,0.8076923076923077,84.0,36.0,86.21646861593479,0.2355265534674634,0.5866813428728673,0.5663942609802267,0.5330229503528852,0.007025380882661245,0.44641833043880463,0.34136701226796423,0.23716748883595914,0.2576333802374955
TCGA-HNSC,71,row_permutation_negative_control,B2,none,full,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,,
TCGA-HNSC,71,row_permutation_negative_control,B3,none,full,1.0,104.0,44.0,107.37347592126233,0.22883062082381891,0.6137165021156559,0.6187066805057658,0.6250946731037789,0.07949020796358992,1.5421632305333905,0.3294842543536708,,
TCGA-HNSC,71,row_permutation_negative_control,B4,none,full,1.0,104.0,44.0,107.37347592126233,0.2817793061565081,0.4248942172073343,0.4170574530010295,0.38143322397186236,-0.0209414514062937,-0.4417973191352526,0.364295124866863,,
TCGA-HNSC,71,row_permutation_negative_control,B5,none,full,1.0,104.0,44.0,107.37347592126233,0.297790161554776,0.4333568406205924,0.4204718202311578,0.38750898800899547,-0.034680891605538444,-0.49012901204613313,0.36165340126615475,,
TCGA-HNSC,71,row_permutation_negative_control,B6,none,full,1.0,104.0,44.0,107.37347592126233,0.29582032597680535,0.4375881523272214,0.4265170595234177,0.3967329081878264,-0.04518235787861847,-0.48768812041950643,0.36316182505895017,,
TCGA-HNSC,71,row_permutation_negative_control,B7,ood_only,100,1.0,104.0,44.0,107.37347592126233,0.29582032597680535,0.4375881523272214,0.4265170595234177,0.3967329081878264,-0.04518235787861847,-0.48768812041950643,0.36316182505895017,0.24223428148312662,0.29582032597680535
TCGA-HNSC,71,row_permutation_negative_control,B7,ood_only,90,0.9038461538461539,94.0,41.0,94.6175947737623,0.2905608428931202,0.43670886075949367,0.42656653953324963,0.39598668930862735,0.10738174745721775,-0.4943772671215888,0.3570783342622416,0.24290131108424207,0.3074421825079276
TCGA-HNSC,71,row_permutation_negative_control,B7,ood_only,80,0.8173076923076923,85.0,40.0,87.1866992517384,0.30366761264728825,0.4564586357039187,0.4472660255255662,0.41573238282078634,0.2950762519938924,-0.4246237383630649,0.34505530364702347,0.2553216229425856,0.3166002503955871
TCGA-HNSC,71,row_permutation_negative_control,B7,uncertainty_only,100,1.0,104.0,44.0,107.37347592126233,0.29582032597680535,0.4375881523272214,0.4265170595234177,0.3967329081878264,-0.04518235787861847,-0.48768812041950643,0.36316182505895017,0.24223428148312662,0.29582032597680535
TCGA-HNSC,71,row_permutation_negative_control,B7,uncertainty_only,90,0.9038461538461539,94.0,38.0,95.58851066830162,0.28836013956567924,0.4167794316644114,0.40480766292245574,0.3822290703962676,0.08317268399531512,-0.6434696174145406,0.33856491812399336,0.2396215287285626,0.2831781612473843
TCGA-HNSC,71,row_permutation_negative_control,B7,uncertainty_only,80,0.8076923076923077,84.0,34.0,86.43827560717452,0.27718851704515535,0.4153631284916201,0.40869141099221096,0.3957355143260871,0.1980328719222597,-0.5878240161690079,0.3139384778981815,0.24019718436905235,0.2777383703346417
TCGA-HNSC,71,row_permutation_negative_control,B7,full_equal_weight,100,1.0,104.0,44.0,107.37347592126233,0.29582032597680535,0.4375881523272214,0.4265170595234177,0.3967329081878264,-0.04518235787861847,-0.48768812041950643,0.36316182505895017,0.24223428148312662,0.29582032597680535
TCGA-HNSC,71,row_permutation_negative_control,B7,full_equal_weight,90,0.9038461538461539,94.0,39.0,97.44925351915411,0.2856079109189169,0.4252461951656222,0.412497435559239,0.38751557952457405,-0.022744912095128314,-0.6452938725730043,0.3307986099431977,0.2342688756532012,0.29048553863043136
TCGA-HNSC,71,row_permutation_negative_control,B7,full_equal_weight,80,0.8076923076923077,84.0,35.0,85.98563640501588,0.28963855889723045,0.42294991744634014,0.41407576285226094,0.3921081613749201,0.2012156410332667,-0.6444119026776363,0.32003510559314796,0.2432071102681417,0.30912745697141486
TCGA-HNSC,71,row_permutation_negative_control,B7,full_learned_nonnegative,100,1.0,104.0,44.0,107.37347592126233,0.29547395788380043,0.43265162200282087,0.4190955362712069,0.3922837082428786,-0.02553273043995936,-0.5320290338968054,0.360110605572334,0.24223428148312662,0.29582032597680535
TCGA-HNSC,71,row_permutation_negative_control,B7,full_learned_nonnegative,90,0.9038461538461539,94.0,37.0,96.36270934408749,0.2744854147284699,0.4166275246594645,0.4013051148948586,0.3881413105486735,-0.032978221823856804,-0.6293786200685945,0.33548883418045383,0.2327898063304055,0.2816771426161751
TCGA-HNSC,71,row_permutation_negative_control,B7,full_learned_nonnegative,80,0.8076923076923077,84.0,36.0,86.21646861593479,0.2701400983404134,0.4372592184920198,0.4247268736555932,0.42676649502545894,0.21874918670185295,-0.5148246398854989,0.31080061200350867,0.23716748883595914,0.28691464210448825
TCGA-HNSC,71,complete_modality_dropout,B2,none,full,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,,
TCGA-HNSC,71,complete_modality_dropout,B3,none,full,1.0,104.0,44.0,107.37347592126233,0.22883062082381891,0.6137165021156559,0.6187066805057658,0.6250946731037789,0.07949020796358992,1.5421632305333905,0.3294842543536708,,
TCGA-HNSC,71,complete_modality_dropout,B4,none,full,1.0,104.0,44.0,107.37347592126233,0.23472465841302814,0.5,0.5,0.5,0.014904693795897915,,0.3460822448954319,,
TCGA-HNSC,71,complete_modality_dropout,B5,none,full,1.0,104.0,44.0,107.37347592126233,0.2461640173054595,0.4756699576868829,0.44262174372111274,0.4156253476625621,-0.009625360637766481,-0.9117129493601935,0.3508972861761939,,
TCGA-HNSC,71,complete_modality_dropout,B6,none,full,1.0,104.0,44.0,107.37347592126233,0.24296592149927898,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.01055898055765696,-0.5996326204667101,0.34567251650864805,,
TCGA-HNSC,71,complete_modality_dropout,B7,ood_only,100,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,0.24223428148312662,0.24296592149927898
TCGA-HNSC,71,complete_modality_dropout,B7,ood_only,90,0.9038461538461539,94.0,41.0,94.6175947737623,0.24290131108424207,0.48565400843881856,0.4607830817223818,0.4332569224101209,0.15771491259185838,-0.5504911621031428,0.33448561024945556,0.24290131108424207,0.24303317767846758
TCGA-HNSC,71,complete_modality_dropout,B7,ood_only,80,0.8173076923076923,85.0,40.0,87.1866992517384,0.2553216229425856,0.5024189646831156,0.4847589588282967,0.46473387651326503,0.3127559345758151,-0.055303171049472424,0.33039282008046267,0.2553216229425856,0.2542166178852041
TCGA-HNSC,71,complete_modality_dropout,B7,uncertainty_only,100,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,0.24223428148312662,0.24296592149927898
TCGA-HNSC,71,complete_modality_dropout,B7,uncertainty_only,90,0.9038461538461539,94.0,38.0,95.58851066830162,0.2396215287285626,0.45579612088407756,0.43335405080637734,0.4154661977227359,0.10919410509105672,-1.3544667701637587,0.3229559062193062,0.2396215287285626,0.24017086556989192
TCGA-HNSC,71,complete_modality_dropout,B7,uncertainty_only,80,0.8076923076923077,84.0,34.0,86.43827560717452,0.24019718436905235,0.44692737430167595,0.4269542117137937,0.4182423723420581,0.12339850602809893,-1.4331560873463625,0.31814718169979866,0.24019718436905235,0.2404119713255374
TCGA-HNSC,71,complete_modality_dropout,B7,full_equal_weight,100,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,0.24223428148312662,0.24296592149927898
TCGA-HNSC,71,complete_modality_dropout,B7,full_equal_weight,90,0.9038461538461539,94.0,39.0,97.44925351915411,0.2342688756532012,0.48008057296329454,0.4548234367796763,0.4497637965090945,-0.013084768002408946,-0.41482399198272435,0.3301956356747409,0.2342688756532012,0.2352827285086849
TCGA-HNSC,71,complete_modality_dropout,B7,full_equal_weight,80,0.8076923076923077,84.0,35.0,85.98563640501588,0.2432071102681417,0.44551458447991193,0.43973061872373836,0.4294036990472229,0.12952074953735315,-0.7912591297941255,0.3281915053632904,0.2432071102681417,0.2434408210275702
TCGA-HNSC,71,complete_modality_dropout,B7,full_learned_nonnegative,100,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,0.24223428148312662,0.24296592149927898
TCGA-HNSC,71,complete_modality_dropout,B7,full_learned_nonnegative,90,0.9038461538461539,94.0,37.0,96.36270934408749,0.2327898063304055,0.44128698919680603,0.41705885282789956,0.4036058679065178,-0.02466450409599472,-1.3734350080115363,0.3263767378879334,0.2327898063304055,0.23413459335781706
TCGA-HNSC,71,complete_modality_dropout,B7,full_learned_nonnegative,80,0.8076923076923077,84.0,36.0,86.21646861593479,0.23716748883595914,0.47771051183269125,0.4546838479995679,0.44708471043354836,0.09617710854127302,-0.7222045485141257,0.3216999676732272,0.23716748883595914,0.23741076901252944
TCGA-HNSC,101,clean,B2,none,full,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,,
TCGA-HNSC,101,clean,B3,none,full,1.0,104.0,44.0,107.37347592126233,0.22913047002071557,0.6126586741889986,0.6154335515513981,0.6236818934293705,0.06953794993495187,1.4236106663682164,0.33151745499514446,,
TCGA-HNSC,101,clean,B4,none,full,1.0,104.0,44.0,107.37347592126233,0.23822510121568954,0.6265867418899859,0.6274699781362812,0.6293282637411544,-0.07790394134839355,0.47384524553579216,0.364295124866863,,
TCGA-HNSC,101,clean,B5,none,full,1.0,104.0,44.0,107.37347592126233,0.24821463642229707,0.6103667136812412,0.6027886628327231,0.600084257225159,-0.041857401677977774,0.34622536733610476,0.3566847492814937,,
TCGA-HNSC,101,clean,B6,none,full,1.0,104.0,44.0,107.37347592126233,0.2458536336157714,0.6181241184767278,0.6096197061838031,0.6055399026079339,-0.049503921435333456,0.3833386892449594,0.3572124200989473,,
TCGA-HNSC,101,clean,B7,ood_only,100,1.0,104.0,44.0,107.37347592126233,0.2458536336157714,0.6181241184767278,0.6096197061838031,0.6055399026079339,-0.049503921435333456,0.3833386892449594,0.3572124200989473,0.24223428148312662,0.2458536336157714
TCGA-HNSC,101,clean,B7,ood_only,90,0.9134615384615384,95.0,42.0,95.84676087548634,0.2524409431352074,0.5907241659886087,0.5775921102207617,0.5579686436716307,0.11013486495733664,0.3097922372496899,0.3538884922028058,0.24864837667473327,0.25476923764466114
TCGA-HNSC,101,clean,B7,ood_only,80,0.8076923076923077,84.0,40.0,85.70052014733362,0.2624863529891186,0.5971948818897638,0.5891698284199796,0.5582210743219663,0.25026428137584333,0.33851039920400317,0.3538053303528684,0.25669755176278547,0.2670263649749578
TCGA-HNSC,101,clean,B7,uncertainty_only,100,1.0,104.0,44.0,107.37347592126233,0.2458536336157714,0.6181241184767278,0.6096197061838031,0.6055399026079339,-0.049503921435333456,0.3833386892449594,0.3572124200989473,0.24223428148312662,0.2458536336157714
TCGA-HNSC,101,clean,B7,uncertainty_only,90,0.9038461538461539,94.0,39.0,95.1626949472016,0.2380869328247309,0.6117232260907889,0.6034288960646923,0.6056285900638476,0.07595746178741554,0.47481296782832777,0.34054632676291396,0.24063607089357145,0.2512356972877874
TCGA-HNSC,101,clean,B7,uncertainty_only,80,0.8173076923076923,85.0,35.0,85.66158346824386,0.2340760565859246,0.5988120950323974,0.6000798779557225,0.6040413850060701,0.2634204387828802,0.7016456960391099,0.3198717229819243,0.24291736102598277,0.24830060848714947
TCGA-HNSC,101,clean,B7,full_equal_weight,100,1.0,104.0,44.0,107.37347592126233,0.2458536336157714,0.6181241184767278,0.6096197061838031,0.6055399026079339,-0.049503921435333456,0.3833386892449594,0.3572124200989473,0.24223428148312662,0.2458536336157714
TCGA-HNSC,101,clean,B7,full_equal_weight,90,0.9038461538461539,94.0,39.0,95.03490323777235,0.23240638485273044,0.6210851345390384,0.6195630322371142,0.6213862132282931,0.09803049564662829,0.5732111084396572,0.3386200413680983,0.2402146128856349,0.24370553853032942
TCGA-HNSC,101,clean,B7,full_equal_weight,80,0.8076923076923077,84.0,34.0,83.27347344676815,0.2093422241064314,0.6412478336221837,0.6364003206128461,0.6257985145394627,0.10263936171765732,1.124711179502538,0.33125872878813345,0.23363049063869437,0.24362675851970983
TCGA-HNSC,101,clean,B7,full_learned_nonnegative,100,1.0,104.0,44.0,107.37347592126233,0.2458536336157714,0.6181241184767278,0.6096197061838031,0.6055399026079339,-0.049503921435333456,0.3833386892449594,0.3572124200989473,0.24223428148312662,0.2458536336157714
TCGA-HNSC,101,clean,B7,full_learned_nonnegative,90,0.9038461538461539,94.0,40.0,95.0610840295342,0.2325637983134691,0.6104347826086957,0.6081035790221295,0.6195362997846765,0.08502615768712526,0.5896481316963819,0.33789907121779134,0.2381357394865832,0.24724138812381868
TCGA-HNSC,101,clean,B7,full_learned_nonnegative,80,0.8076923076923077,84.0,35.0,84.30447379042998,0.22166278545775178,0.626391982182628,0.6203621151069878,0.6362168140929644,0.19480928843379425,0.9374470434108494,0.32417347283101927,0.23874982429653463,0.24416061523481092
TCGA-HNSC,101,random_cell_dropout_10pct,B2,none,full,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,,
TCGA-HNSC,101,random_cell_dropout_10pct,B3,none,full,1.0,104.0,44.0,107.37347592126233,0.22913047002071557,0.6126586741889986,0.6154335515513981,0.6236818934293705,0.06953794993495187,1.4236106663682164,0.33151745499514446,,
TCGA-HNSC,101,random_cell_dropout_10pct,B4,none,full,1.0,104.0,44.0,107.37347592126233,0.23525277234745617,0.6061354019746121,0.6099102771013156,0.621093599541886,-0.05135354340799157,0.4919434064935947,0.36422483278996365,,
TCGA-HNSC,101,random_cell_dropout_10pct,B5,none,full,1.0,104.0,44.0,107.37347592126233,0.24411915754863836,0.5842736248236954,0.5797306540067985,0.585275352544476,-0.027913066831956216,0.38028608266592606,0.3583531106961372,,
TCGA-HNSC,101,random_cell_dropout_10pct,B6,none,full,1.0,104.0,44.0,107.37347592126233,0.24134572104865454,0.593441466854725,0.588889622697128,0.5986487663700477,-0.03389018968830328,0.4233153991788942,0.3584345384384443,,
TCGA-HNSC,101,random_cell_dropout_10pct,B7,ood_only,100,1.0,104.0,44.0,107.37347592126233,0.24134572104865454,0.593441466854725,0.588889622697128,0.5986487663700477,-0.03389018968830328,0.4233153991788942,0.3584345384384443,0.24223428148312662,0.24134572104865454
TCGA-HNSC,101,random_cell_dropout_10pct,B7,ood_only,90,0.9134615384615384,95.0,42.0,95.84676087548634,0.2549731917112906,0.5622457282343368,0.5475618600745115,0.5365915398145583,0.11120573262745266,0.22756968028589833,0.357536132441704,0.24864837667473327,0.24900337206332546
TCGA-HNSC,101,random_cell_dropout_10pct,B7,ood_only,80,0.8076923076923077,84.0,40.0,85.70052014733362,0.25419904073087857,0.593996062992126,0.5795675334085246,0.5676096912851228,0.27370648259910946,0.4896185503649233,0.3515817164078599,0.25669755176278547,0.25631988266765227
TCGA-HNSC,101,random_cell_dropout_10pct,B7,uncertainty_only,100,1.0,104.0,44.0,107.37347592126233,0.24134572104865454,0.593441466854725,0.588889622697128,0.5986487663700477,-0.03389018968830328,0.4233153991788942,0.3584345384384443,0.24223428148312662,0.24134572104865454
TCGA-HNSC,101,random_cell_dropout_10pct,B7,uncertainty_only,90,0.9038461538461539,94.0,39.0,95.1626949472016,0.242098759173082,0.5808726311150286,0.5736840046170967,0.5880354420117143,0.046242929332435415,0.3862615475471222,0.3501491848804011,0.24063607089357145,0.24254420856547976
TCGA-HNSC,101,random_cell_dropout_10pct,B7,uncertainty_only,80,0.8173076923076923,85.0,35.0,85.66158346824386,0.2368158479337547,0.5745140388768899,0.5818804659058548,0.6007374087650847,0.2255395980767656,0.5503011154911505,0.3322570450662581,0.24291736102598277,0.24313922412253205
TCGA-HNSC,101,random_cell_dropout_10pct,B7,full_equal_weight,100,1.0,104.0,44.0,107.37347592126233,0.22536076717842662,0.6040197461212976,0.6053504746218268,0.5927480649765486,0.09403345223015958,0.8126554922083209,0.329294912797161,0.24223428148312662,0.24134572104865454
TCGA-HNSC,101,random_cell_dropout_10pct,B7,full_equal_weight,90,0.9038461538461539,94.0,39.0,95.03490323777235,0.2202292207134751,0.6104984561093957,0.6122007442373328,0.619303005049612,0.24477934352723255,1.2062012846034964,0.3098141690617066,0.2402146128856349,0.23819059674134246
TCGA-HNSC,101,random_cell_dropout_10pct,B7,full_equal_weight,80,0.8076923076923077,84.0,34.0,83.27347344676815,0.22351905873274283,0.5869439630271519,0.5784398878310483,0.5525019327750386,0.20876844251300802,0.9752959995890387,0.30866689076792536,0.23363049063869437,0.23560930077047426
TCGA-HNSC,101,random_cell_dropout_10pct,B7,full_learned_nonnegative,100,1.0,104.0,44.0,107.37347592126233,0.24134572104865454,0.593441466854725,0.588889622697128,0.5986487663700477,-0.03389018968830328,0.4233153991788942,0.3584345384384443,0.24223428148312662,0.24134572104865454
TCGA-HNSC,101,random_cell_dropout_10pct,B7,full_learned_nonnegative,90,0.9038461538461539,94.0,40.0,95.0610840295342,0.23133753482356564,0.5939130434782609,0.5912082550904211,0.6080220829382793,0.013899503478031932,0.5967978307711953,0.36049289124487305,0.2381357394865832,0.24067969691405885
TCGA-HNSC,101,random_cell_dropout_10pct,B7,full_learned_nonnegative,80,0.8076923076923077,84.0,35.0,84.30447379042998,0.22468268834244753,0.6152561247216035,0.615306941111849,0.6206761118692139,0.09893564287788291,0.7701531586643396,0.3403643145963904,0.23874982429653463,0.2372224743866111
TCGA-HNSC,101,random_cell_dropout_30pct,B2,none,full,1.0,104.0,44.0,107.37347592126233,0.24223428148312662,0.48977433004231313,0.4610972889812611,0.43680216979269626,0.06823441320275524,-0.6438354328494704,0.3330177162914441,,
TCGA-HNSC,101,random_cell_dropout_30pct,B3,none,full,1.0,104.0,44.0,107.37347592126233,0.22913047002071557,0.6126586741889986,0.6154335515513981,0.6236818934293705,0.06953794993495187,1.4236106663682164,0.33151745499514446,,
TCGA-HNSC,101,random_cell_dropout_30pct,B4,none,full,1.0,104.0,44.0,107.37347592126233,0.23331213384659136,0.5807475317348378,0.5890614024078551,0.5897478329680657,-0.03584176189835558,0.6106516755974926,0.35837542375086523,,
TCGA-HNSC,101,random_cell_dropout_30pct,B5,none,full,1.0,104.0,44.0,107.37347592126233,0.2443368806389934,0.5539492242595204,0.5520525619539864,0.5542137569496837,-0.022803422376667493,0.2706547365979907,0.355056404904295,,
TCGA-HNSC,101,random_cell_dropout_30pct,B6,none,full,1.0,104.0,44.0,107.37347592126233,0.24223644127983282,0.5652327221438646,0.5628854084045192,0.5681944662875182,-0.028740724962226682,0.3343046326150711,0.3553371936585347,,
TCGA-HNSC,101,random_cell_dropout_30pct,B7,ood_only,100,1.0,104.0,44.0,107.37347592126233,0.24223644127983282,0.5652327221438646,0.5628854084045192,0.5681944662875182,-0.028740724962226682,0.3343046326150711,0.3553371936585347,0.24223428148312662,0.24223644127983282
TCGA-HNSC,101,random_cell_dropout_30pct,B7,ood_only,90,0.9134615384615384,95.0,42.0,95.84676087548634,0.24858754997794122,0.5459723352318958,0.5411659555386776,0.5345892005163165,0.08390576214807978,0.23778664770835622,0.35952999764339383,0.24864837667473327,0.24779133512397347
TCGA-HNSC,101,random_cell_dropout_30pct,B7,ood_only,80,0.8076923076923077,84.0,40.0,85.70052014733362,0.2614838706943918,0.547736220472441,0.5388706603513274,0.5274044159837825,0.19554971130680252,0.19989918645926164,0.36446190487807,0.25669755176278547,0.2605833896095473
TCGA-HNSC,101,random_cell_dropout_30pct,B7,uncertainty_only,100,1.0,104.0,44.0,107.37347592126233,0.24223644127983282,0.5652327221438646,0.5628854084045192,0.5681944662875182,-0.028740724962226682,0.3343046326150711,0.3553371936585347,0.24223428148312662,0.24223644127983282
